customer_id,customer_name,region,customer_segment,signup_date,total_orders,customer_value
C11952,Customer_1953,Kolkata,Basic,2025-04-11,9,6785.78
C11953,Customer_1954,Delhi,,2025-01-14,8,9310.82
C11954,Customer_1955,delhi,Basic,2025-11-16,6,16702.55
C11955,Customer_1956,Chennai,Standard,2023-11-24,4,8175.98
C11956,Customer_1957,Hyderabad,Basic,2023-03-05,3,6526.7
C11957,Customer_1958,Hyderabad,Standard,2023-10-20,8,11597.98
C11958,Customer_1959,Pune,Basic,2026-05-29,6,22262.68
C11959,Customer_1960,Kolkata,Basic,2025-06-16,7,7228.47
C11960,Customer_1961,Kolkata,Basic,2023-03-13,6,17778.09
C11961,Customer_1962,Bangalore,Basic,2023-09-16,14,10765.91
C11962,Customer_1963,Chennai,Standard,2023-05-18,11,17583.76
C11963,Customer_1964,Hyderabad,Basic,2024-04-28,7,11780.5
C11964,Customer_1965,Mumbai,Standard,2026-08-14,8,12313.25
C11965,Customer_1966,Delhi,Basic,2025-01-20,6,8957.48
C11966,Customer_1967,kolkata,Standard,2025-01-11,12,15830.7
C11967,Customer_1968,Delhi,Standard,2025-02-23,6,15273.23
C11968,Customer_1969,DELHI,Standard,2026-03-07,9,13253.26
C11969,Customer_1970,Bangalore,Standard,2023-03-08,4,15208.12
C11970,Customer_1971,Hyderabad,Basic,2026-05-24,8,9984.33
C11971,Customer_1972,Kolkata,Standard,2023-11-11,10,14207.3
C11972,Customer_1973,Delhi,Standard,2025-07-10,8,11567.02
C11973,Customer_1974,Kolkata,Standard,2025-01-29,5,7445.15
C11974,Customer_1975,Mumbai,Basic,2025-01-31,7,6691.47
C11975,Customer_1976,Bangalore,Standard,2025-06-28,9,15953.3
C11976,Customer_1977,Mumbai,Premium,2023-06-07,1,8427.46
C11977,Customer_1978,Kolkata,Premium,2026-03-21,12,14773.31
C11978,Customer_1979,Pune,Premium,2023-10-09,8,3634.03
C11979,Customer_1980,Kolkata,Standard,2025-12-20,8,13308.21
C11980,Customer_1981,Hyderabad,Premium,2025-01-21,7,9632.12
C11981,Customer_1982,Delhi,Premium,2025-03-26,6,7883.59
C11982,Customer_1983,Delhi,Basic,2024-10-05,7,11989.3
C11983,Customer_1984,Mumbai,Basic,2026-08-23,10,12505.14
C11984,Customer_1985,Bangalore,Standard,2024-07-24,9,12897.33
C11985,Customer_1986,pune,Basic,2024-05-26,5,13530.13
C11986,Customer_1987,Chennai,Premium,2023-08-21,7,11354.39
C11987,Customer_1988,Delhi,Standard,2023-02-23,8,8044.4
C11988,Customer_1989,Hyderabad,Standard,2024-01-17,10,17495.89
C11989,Customer_1990,Mumbai,Standard,2025-10-19,12,10818.14
C11990,Customer_1991,Mumbai,Standard,2025-11-26,5,17317.57
C11991,Customer_1992,Chennai, Standard ,2025-03-03,9,10595.22
C11992,Customer_1993,Hyderabad,Standard,2026-02-24,5,1930.24
C11993,Customer_1994,Bangalore,Basic,2023-08-30,8,9534.26
C11994,Customer_1995,Hyderabad,Premium,2024-06-20,9,9167.9
C11995,Customer_1996,Bangalore,Premium,2024-06-17,7,12487.52
C11996,Customer_1997,Hyderabad,Premium,2025-07-02,9,15477.63
C11997,Customer_1998, ,Standard,2024-03-15,7,16812.72
C11998,Customer_1999,Kolkata,Standard,2026-06-07,3,15389.6
C11999,Customer_2000,Mumbai,Premium,2024-08-07,5,12142.99
C12000,Customer_2001,Hyderabad,Basic,2025-10-02,9,24786.3
C12001,Customer_2002,Chennai,Standard,2024-02-14,4,14398.81
C12002,Customer_2003,Hyderabad,Premium,2023-09-09,12,3612.85
C12003,Customer_2004,Delhi,Standard,2023-10-05,7,5649.78
C12004,Customer_2005,Mumbai,Premium,2023-06-01,3,14791.57
C12005,Customer_2006,Delhi,Standard,2025-07-14,8,7650.77
C12006,Customer_2007,Mumbai,Standard,2023-12-20,4,7888.37
C12007,Customer_2008,Delhi,Standard,2025-06-30,10,8691.2
C12008,Customer_2009,Hyderabad,PREMIUM,2023-06-29,10,7718.17
C12009,Customer_2010,Hyderabad, ,2024-10-16,10,10406.99
C12010,Customer_2011,Kolkata,Premium,2024-12-12,8,12900.07
C12011,Customer_2012,Chennai,Premium,2023-05-13,4,6931.39
C12012,Customer_2013,Delhi,Standard,2026-01-31,7,8233.25
C12013,Customer_2014,Bangalore,Standard,2026-01-15,8,10674.46
C12014,Customer_2015,KOLKATA,Standard,2024-08-17,9,11124.65
C12015,Customer_2016,Delhi,Standard,2024-09-06,3,13266.62
C12016,Customer_2017,Delhi,Standard,2023-11-19,7,10895.69
C12017,Customer_2018,Kolkata,Premium,2026-07-30,10,19560.87
C12018,Customer_2019,Hyderabad,Premium,2023-12-23,8,23179.79
C12019,Customer_2020,Delhi,Basic,2025-01-10,12,16622.48
C12020,Customer_2021,Hyderabad,Standard,2025-11-07,11,12398.94
C12021,Customer_2022,Kolkata,Basic,2024-04-04,2,8017.9
C12022,Customer_2023,Hyderabad,Standard,2023-09-06,10,9132.59
C12023,Customer_2024,,Standard,2024-02-16,10,5777.12
C12024,Customer_2025,Bangalore,Standard,2023-10-12,13,10613.99
C12025,Customer_2026,Pune,Standard,2024-04-29,10,4959.32
C12026,Customer_2027,Delhi,Standard,2025-10-08,12,11514.31
C12027,Customer_2028,Chennai,Standard,2023-02-23,13,19367.69
C12028,Customer_2029,Bangalore,Standard,2025-01-09,9,7878.67
C12029,Customer_2030,,standard,2026-02-08,8,15510.14
C12030,Customer_2031,Hyderabad,Basic,2026-03-18,10,11445.23
C12031,Customer_2032,Delhi,Basic,2025-01-25,7,10930.11
C12032,Customer_2033,Hyderabad,Standard,2025-08-15,10,12732.47
C12033,Customer_2034,Mumbai,Standard,2026-02-03,5,14207.72
C12034,Customer_2035,,Premium,2023-09-23,5,25530.91
C12035,Customer_2036,Delhi,Standard,2026-06-07,11,10530.21
C12036,Customer_2037,Pune,Standard,2023-06-26,10,17209.15
C12037,Customer_2038,Pune,Basic,2023-05-15,7,12506.2
C12038,Customer_2039,Mumbai,Standard,2024-09-25,11,7887.59
C12039,Customer_2040,Mumbai,Standard,2025-03-26,13,22654.5
C12040,Customer_2041,Delhi,Standard,2025-09-07,11,10074.11
C12041,Customer_2042,Hyderabad,Basic,2025-12-12,13,5672.85
C12042,Customer_2043,Chennai,Standard,2025-04-21,17,15740.66
C12043,Customer_2044,Pune,Standard,2025-04-18,5,16126.2
C12044,Customer_2045,Pune,Basic,2026-03-23,9,10505.14
C12045,Customer_2046,Mumbai,Premium,2023-06-01,6,14406.69
C12046,Customer_2047,Bangalore,Basic,2023-09-14,9,13258.48
C12047,Customer_2048,Mumbai,Premium,2024-10-11,9,5411.96
C12048,Customer_2049,Chennai,BASIC,2026-08-08,10,4302.97
C12049,Customer_2050,Hyderabad,standard,2023-06-01,11,29263.63
C12050,Customer_2051,Hyderabad,Standard,2025-07-10,6,16732.45
C12051,Customer_2052,Bangalore,Basic,2025-08-12,10,17893.21
C12052,Customer_2053,Pune,Premium,2025-11-25,9,10198.75
C12053,Customer_2054,Mumbai,Standard,2024-12-06,8,12665.7
C12054,Customer_2055,Hyderabad,Standard,2023-09-20,7,12632.45
C12055,Customer_2056, Chennai ,Standard,2026-02-03,8,7485.12
C12056,Customer_2057,Delhi,Standard,2026-08-03,5,7752.61
C12057,Customer_2058, Kolkata ,Premium,2026-04-18,6,19236.68
C12058,Customer_2059,Kolkata,Premium,2024-01-08,9,19278.77
C12059,Customer_2060,Kolkata,Premium,2023-09-22,4,11860.07
C12060,Customer_2061,Pune,Premium,2025-06-05,6,3939.2
C12061,Customer_2062,Mumbai,Standard,2025-10-26,5,13900.45
C12062,Customer_2063,Bangalore,Basic,2023-04-24,6,9821.26
C12063,Customer_2064,Hyderabad,Basic,2023-09-12,4,4165.52
C12064,Customer_2065,Delhi,Basic,2025-11-27,6,25061.05
C12065,Customer_2066,Chennai,Premium,2023-11-10,7,17387.53
C12066,Customer_2067,Delhi,Standard,2024-09-14,8,9639.76
C12067,Customer_2068,Chennai,,2023-12-04,9,6874.88
C12068,Customer_2069,Pune,Standard,2023-11-28,6,20065.79
C12069,Customer_2070,Mumbai,Standard,2024-10-22,5,11588.85
C12070,Customer_2071,Kolkata,Premium,2024-04-06,12,15748.38
C12071,Customer_2072,Mumbai,Standard,2024-12-09,8,18623.17
C12072,Customer_2073,Pune,Basic,2025-11-28,12,9523.02
C12073,Customer_2074,Bangalore,Standard,2024-08-04,2,8319.2
C12074,Customer_2075,Bangalore,Standard,2023-06-11,9,12729.25
C12075,Customer_2076,Pune,Premium,2024-05-28,10,16883.26
C12076,Customer_2077,Chennai,Standard,2024-02-07,5,6004.85
C12077,Customer_2078,Hyderabad,Basic,2026-07-24,11,20340.65
C12078,Customer_2079,Hyderabad,Premium,2026-02-02,9,11056.82
C12079,Customer_2080,,STANDARD,2024-07-16,6,14232.22
C12080,Customer_2081,Bangalore,Premium,2023-09-14,8,11659.96
C12081,Customer_2082,Bangalore,Standard,2026-07-04,8,14088.72
C12082,Customer_2083,Bangalore,Premium,2024-09-12,4,9589.0
C12083,Customer_2084,Mumbai,Basic,2026-06-12,8,13411.26
C12084,Customer_2085,Bangalore,Basic,2025-12-28,9,14052.19
C12085,Customer_2086,Delhi,Basic,2023-07-11,6,9060.72
C12086,Customer_2087,Kolkata,Standard,2025-10-26,6,18977.94
C12087,Customer_2088,Bangalore,Basic,2026-08-05,6,19971.77
C12088,Customer_2089,Chennai,Standard,2023-12-12,9,2853.33
C12089,Customer_2090,Kolkata,Standard,2026-04-27,15,5223.76
C12090,Customer_2091,Mumbai,Standard,2026-04-04,7,10012.56
C12091,Customer_2092,Chennai,Premium,2023-11-12,8,8553.69
C12092,Customer_2093,Kolkata,Premium,2023-12-17,9,16888.96
C12093,Customer_2094,Chennai,Basic,2026-07-02,8,6499.84
C12094,Customer_2095,Mumbai,Standard,2026-05-24,5,16821.67
C12095,Customer_2096,Delhi,Standard,2024-11-22,9,11179.21
C12096,Customer_2097,Mumbai,Standard,2026-02-28,7,16808.4
C12097,Customer_2098,Mumbai,Basic,2023-03-26,10,18693.34
C12098,Customer_2099,chennai,Basic,2023-02-28,7,20087.0
C12099,Customer_2100,Pune,Basic,2023-06-16,8,14313.83
C12100,Customer_2101,Hyderabad,Standard,2023-04-04,7,23680.95
C12101,Customer_2102,Bangalore,Premium,2026-08-06,11,8132.72
C12102,Customer_2103,Bangalore,Standard,2026-03-27,7,13233.64
C12103,Customer_2104,Delhi,Premium,2024-06-26,10,16550.76
C12104,Customer_2105,Delhi,Premium,2026-08-26,7,13455.15
C12105,Customer_2106,Bangalore,Standard,2024-03-07,9,23752.65
C12106,Customer_2107,Hyderabad,Standard,2026-03-17,5,20017.0
C12107,Customer_2108,Bangalore,Basic,2025-05-03,12,9741.49
C12108,Customer_2109,Pune,Standard,2026-06-19,8,9320.53
C12109,Customer_2110,Hyderabad,Standard,2026-08-01,7,10861.27
C12110,Customer_2111,Delhi,Premium,2023-03-04,6,12558.04
C12111,Customer_2112,Kolkata,Basic,2025-10-16,7,4716.88
C12112,Customer_2113,Chennai,Basic,2026-07-08,9,9982.01
C12113,Customer_2114,Pune,Basic,2026-01-22,3,22357.04
C12114,Customer_2115,Pune,Basic,2024-08-16,4,3556.26
C12115,Customer_2116,Delhi,Standard,2026-08-07,13,27070.48
C12116,Customer_2117,Delhi,Standard,2024-09-10,7,11066.17
C12117,Customer_2118, Mumbai ,Standard,2025-09-16,7,13068.02
C12118,Customer_2119,pune,Standard,2024-05-16,10,13407.43
C12119,Customer_2120,Mumbai,,2025-04-11,11,19627.1
C12120,Customer_2121,Mumbai,Standard,2024-09-01,9,13979.39
C12121,Customer_2122,Chennai,Basic,2025-07-17,13,11510.42
C12122,Customer_2123,Mumbai,Basic,2023-05-30,6,5728.25
C12123,Customer_2124,Hyderabad,Basic,2023-05-03,14,20182.21
C12124,Customer_2125,Bangalore,Basic,2023-11-20,9,13813.59
C12125,Customer_2126,Kolkata,Standard,2025-06-19,10,10618.39
C12126,Customer_2127,Delhi,Premium,2025-05-01,4,17794.77
C12127,Customer_2128,Hyderabad,Premium,2025-09-18,13,7791.27
C12128,Customer_2129,kolkata,Standard,2025-08-09,9,19674.3
C12129,Customer_2130,Pune,Basic,2024-02-22,8,15804.74
C12130,Customer_2131,Pune,Premium,2024-11-27,5,13274.27
C12131,Customer_2132,Pune,Basic,2026-05-27,5,11364.79
C12132,Customer_2133,Hyderabad,Premium,2023-10-22,4,12747.86
C12133,Customer_2134,Hyderabad,Standard,2024-10-02,7,23015.95
C12134,Customer_2135,Delhi,Standard,2024-10-15,8,14739.21
C12135,Customer_2136,Bangalore,Premium,2024-12-08,8,28435.19
C12136,Customer_2137, Mumbai ,Premium,2025-03-27,5,11742.41
C12137,Customer_2138,Pune,Standard,2023-09-25,4,7124.76
C12138,Customer_2139,Chennai,Basic,2025-01-28,7,21961.98
C12139,Customer_2140,Bangalore,Standard,2025-11-20,10,12275.97
C12140,Customer_2141,chennai,Standard,2026-02-24,12,16936.77
C12141,Customer_2142,Delhi,Standard,2023-08-06,10,13458.12
C12142,Customer_2143,Delhi,Premium,2024-10-15,7,8608.56
C12143,Customer_2144,Delhi,Basic,2024-05-10,2,31140.47
C12144,Customer_2145,Kolkata,Premium,2025-08-13,3,12602.91
C12145,Customer_2146,Chennai,Basic,2023-09-08,6,6682.9
C12146,Customer_2147,bangalore,Standard,2024-07-01,6,22428.93
C12147,Customer_2148, Bangalore ,Basic,2025-07-09,7,9418.0
C12148,Customer_2149, ,Premium,2024-05-22,7,17925.04
C12149,Customer_2150,Hyderabad,standard,2023-10-16,10,15838.12
C12150,Customer_2151,Pune,Premium,2023-07-18,5,3535.36
C12151,Customer_2152,Hyderabad,PREMIUM,2023-04-14,8,15960.92
C12152,Customer_2153,Delhi,Standard,2024-08-17,11,9471.21
C12153,Customer_2154,Bangalore,Standard,2025-02-25,11,4113.44
C12154,Customer_2155,Chennai,Standard,2026-06-14,3,7860.7
C12155,Customer_2156,Delhi,Premium,2025-05-06,5,18740.47
C12156,Customer_2157,Kolkata,Standard,2024-05-23,10,13790.45
C12157,Customer_2158,Hyderabad,Basic,2023-11-24,8,4599.34
C12158,Customer_2159,Delhi,Standard,2024-11-01,10,11131.31
C12159,Customer_2160,Delhi,Standard,2026-03-29,4,5559.53
C12160,Customer_2161,Kolkata,Standard,2024-10-02,9,11848.71
C12161,Customer_2162,Mumbai,Basic,2024-01-24,8,13251.62
C12162,Customer_2163,Bangalore,Standard,2023-11-23,2,22906.59
C12163,Customer_2164,Chennai,standard,2025-10-17,4,37873.16
C12164,Customer_2165,,Basic,2025-11-20,9,7323.86
C12165,Customer_2166,Mumbai,Basic,2025-08-14,11,12076.27
C12166,Customer_2167,Hyderabad,Standard,2025-10-18,10,20025.09
C12167,Customer_2168,Delhi,Standard,2024-09-23,10,3202.36
C12168,Customer_2169,Kolkata,Basic,2025-10-15,8,5098.67
C12169,Customer_2170,Kolkata,Standard,2023-02-17,9,13819.81
C12170,Customer_2171,Bangalore,Premium,2023-07-04,5,15532.98
C12171,Customer_2172,Mumbai,Premium,2025-03-16,10,7732.26
C12172,Customer_2173,Pune,Basic,2025-11-01,15,14305.51
C12173,Customer_2174,Bangalore,Standard,2025-07-25,8,11688.54
C12174,Customer_2175,Delhi,Basic,2024-05-08,12,5795.91
C12175,Customer_2176,Bangalore,Standard,2024-03-16,8,5628.31
C12176,Customer_2177,Chennai,Standard,2026-04-09,8,13198.88
C12177,Customer_2178, , ,2024-12-23,7,11493.26
C12178,Customer_2179,Kolkata,Premium,2023-04-10,6,8299.12
C12179,Customer_2180,Hyderabad,Basic,2023-04-14,10,6458.83
C12180,Customer_2181,Hyderabad,Basic,2024-07-30,4,23858.91
C12181,Customer_2182,Pune,Standard,2025-10-10,7,12067.8
C12182,Customer_2183,Delhi,Standard,2026-05-08,7,24915.92
C12183,Customer_2184,Chennai,Standard,2025-08-21,12,13454.66
C12184,Customer_2185,Mumbai,Standard,2024-08-08,9,8231.53
C12185,Customer_2186,Bangalore,Standard,2026-01-04,7,8431.11
C12186,Customer_2187,Pune,Premium,2023-01-17,8,12354.01
C12187,Customer_2188,Delhi,Standard,2023-08-09,5,35582.25
C12188,Customer_2189,Hyderabad,Basic,2025-06-01,14,17259.07
C12189,Customer_2190,Bangalore,Basic,2023-10-02,10,22607.88
C12190,Customer_2191,Hyderabad,Premium,2024-06-25,6,16295.2
C12191,Customer_2192,bangalore,Basic,2025-01-19,14,12282.26
C12192,Customer_2193,Mumbai,Standard,2025-04-05,7,9811.98
C12193,Customer_2194,Delhi,Standard,2025-01-19,6,13303.45
C12194,Customer_2195,Bangalore,,2023-04-03,12,3665.91
C12195,Customer_2196,Chennai,Standard,2025-03-31,2,11399.2
C12196,Customer_2197, Pune ,Standard,2023-04-15,6,8259.73
C12197,Customer_2198,Kolkata,Standard,2026-03-13,11,14370.85
C12198,Customer_2199,Chennai,Basic,2026-02-24,8,22176.32
C12199,Customer_2200,Chennai,Basic,2024-02-03,6,15073.26
C12200,Customer_2201,Pune,Standard,2025-01-12,10,18115.16
C12201,Customer_2202,Kolkata,Basic,2026-02-07,9,11655.69
C12202,Customer_2203,Chennai,Standard,2024-08-14,12,9592.21
C12203,Customer_2204,Bangalore,Standard,2023-05-31,4,18162.16
C12204,Customer_2205,BANGALORE,Standard,2025-03-02,11,13305.36
C12205,Customer_2206,Bangalore,Premium,2025-10-29,10,15935.87
C12206,Customer_2207,Kolkata,standard,2025-07-11,5,11117.78
C12207,Customer_2208,Chennai,Standard,2026-01-31,7,9354.27
C12208,Customer_2209,Kolkata, ,2024-07-26,14,10756.31
C12209,Customer_2210,Bangalore,Basic,2026-06-30,11,12301.89
C12210,Customer_2211,Pune,Standard,2026-06-05,8,20142.09
C12211,Customer_2212,Chennai,Standard,2023-09-01,7,18201.17
C12212,Customer_2213,Chennai, ,2023-09-21,10,14029.71
C12213,Customer_2214,Hyderabad,Standard,2023-07-18,7,14874.28
C12214,Customer_2215,Hyderabad,Standard,2025-03-17,9,14872.57
C12215,Customer_2216,,Basic,2025-02-03,4,24527.64
C12216,Customer_2217,Delhi,Standard,2024-11-25,9,9538.49
C12217,Customer_2218,,Premium,2026-02-16,13,21140.96
C12218,Customer_2219,Kolkata,Standard,2025-01-18,9,5449.65
C12219,Customer_2220,Hyderabad,Premium,2023-10-23,6,11259.66
C12220,Customer_2221,Mumbai,Standard,2024-02-12,7,9271.92
C12221,Customer_2222,Chennai,Standard,2026-05-18,6,14180.72
C12222,Customer_2223,Mumbai,Basic,2025-11-08,8,24603.53
C12223,Customer_2224, Chennai ,Premium,2025-04-02,12,12519.87
C12224,Customer_2225, Pune ,Standard,2025-10-21,7,12199.82
C12225,Customer_2226,Pune,Premium,2023-03-24,5,7889.64
C12226,Customer_2227,Chennai,Standard,2023-04-03,11,14282.01
C12227,Customer_2228,Delhi,Standard,2023-03-21,11,11354.57
C12228,Customer_2229,Hyderabad,Basic,2023-10-08,8,6495.55
C12229,Customer_2230,Kolkata,Standard,2024-11-13,6,9747.24
C12230,Customer_2231,Kolkata,Premium,2025-08-28,7,11838.08
C12231,Customer_2232,Bangalore,Standard,2025-11-29,10,10636.53
C12232,Customer_2233,Chennai,Premium,2025-07-24,3,4184.6
C12233,Customer_2234,Kolkata,Premium,2023-11-02,11,19143.23
C12234,Customer_2235,Delhi, ,2026-05-26,5,19692.16
C12235,Customer_2236,Chennai,Premium,2025-11-21,10,19400.11
C12236,Customer_2237,Delhi,Premium,2023-10-14,9,7436.97
C12237,Customer_2238,Kolkata,Basic,2024-11-02,8,5628.01
C12238,Customer_2239,Kolkata,Standard,2026-06-09,6,9111.42
C12239,Customer_2240,Bangalore,Premium,2024-10-14,8,15814.3
C12240,Customer_2241,Kolkata,Standard,2023-11-29,6,36371.79
C12241,Customer_2242,Chennai,Standard,2025-03-15,7,9941.64
C12242,Customer_2243,Pune,Standard,2026-06-16,6,9556.3
C12243,Customer_2244,Chennai,Standard,2024-09-04,11,8321.31
C12244,Customer_2245,Chennai,Premium,2026-04-30,13,4884.62
C12245,Customer_2246,Bangalore,Standard,2024-11-19,5,13039.24
C12246,Customer_2247,Bangalore,Standard,2025-11-04,7,19945.59
C12247,Customer_2248,Kolkata,Standard,2025-11-09,14,15376.4
C12248,Customer_2249,Mumbai,Basic,2025-12-26,6,10548.23
C12249,Customer_2250,Mumbai,Standard,2025-09-30,14,6377.81
C12250,Customer_2251,, Standard ,2026-02-26,5,8692.18
C12251,Customer_2252,Kolkata,Standard,2024-09-05,12,16025.03
C12252,Customer_2253,Mumbai,Standard,2025-08-30,9,10815.78
C12253,Customer_2254, ,Premium,2023-02-04,9,27474.78
C12254,Customer_2255,Kolkata,Premium,2025-01-24,4,14460.78
C12255,Customer_2256,,Basic,2024-11-09,11,15358.15
C12256,Customer_2257,Hyderabad,Standard,2023-08-13,5,10142.85
C12257,Customer_2258,Chennai,Standard,2025-05-03,8,14158.71
C12258,Customer_2259,Kolkata,Standard,2026-04-10,12,10187.03
C12259,Customer_2260,Hyderabad,Standard,2024-09-22,13,13061.42
C12260,Customer_2261,Bangalore,Premium,2026-07-12,6,17072.57
C12261,Customer_2262,Mumbai,Basic,2023-02-24,6,7012.6
C12262,Customer_2263,Chennai,Premium,2026-05-07,10,14432.28
C12263,Customer_2264,Pune,Basic,2025-08-29,8,12847.26
C12264,Customer_2265,Mumbai,Basic,2024-06-27,1,25648.29
C12265,Customer_2266,Chennai,Basic,2026-03-30,16,7941.48
C12266,Customer_2267, Pune ,Standard,2026-03-28,10,11407.73
C12267,Customer_2268,Mumbai,Premium,2024-04-11,4,9178.65
C12268,Customer_2269,Chennai,Standard,2023-04-16,7,6603.2
C12269,Customer_2270,mumbai,Standard,2026-04-10,11,13199.85
C12270,Customer_2271,Mumbai,Standard,2025-09-10,8,4110.47
C12271,Customer_2272,Pune,Basic,2023-12-16,2,9964.51
C12272,Customer_2273,Mumbai, Standard ,2025-12-09,8,10111.44
C12273,Customer_2274,Mumbai,Standard,2026-07-12,8,9247.65
C12274,Customer_2275,Pune,Standard,2026-06-23,6,8472.05
C12275,Customer_2276,Bangalore,Standard,2025-02-17,10,5281.25
C12276,Customer_2277,Kolkata,Standard,2023-10-30,10,10576.23
C12277,Customer_2278,Delhi,Basic,2024-05-11,8,19375.63
C12278,Customer_2279,Hyderabad,Standard,2023-03-06,6,14137.42
C12279,Customer_2280,Delhi,Basic,2026-03-18,16,14605.5
C12280,Customer_2281,Delhi,Basic,2023-08-14,8,15247.2
C12281,Customer_2282,Chennai,BASIC,2024-01-26,7,11611.92
C12282,Customer_2283,Kolkata,Premium,2023-02-08,10,8323.52
C12283,Customer_2284,Chennai,Basic,2025-06-22,6,23067.41
C12284,Customer_2285,Kolkata,Standard,2024-10-04,14,9278.35
C12285,Customer_2286,Pune,Premium,2025-05-07,10,18523.93
C12286,Customer_2287,PUNE,Standard,2023-11-07,11,23962.7
C12287,Customer_2288,Kolkata,Standard,2025-04-25,9,10390.12
C12288,Customer_2289,Mumbai,Premium,2024-02-22,11,7708.24
C12289,Customer_2290,Bangalore,Premium,2025-04-20,10,20165.0
C12290,Customer_2291,Mumbai,Premium,2025-10-24,4,9047.91
C12291,Customer_2292,Bangalore,Basic,2026-06-06,9,18416.38
C12292,Customer_2293,Chennai,Premium,2025-08-23,11,15009.92
C12293,Customer_2294,Bangalore,Standard,2023-05-08,8,10732.17
C12294,Customer_2295,Chennai,Standard,2023-10-10,13,5134.57
C12295,Customer_2296,Pune,Standard,2025-11-28,6,13827.66
C12296,Customer_2297, Delhi , ,2024-02-29,17,12805.77
C12297,Customer_2298,Pune,Premium,2026-02-22,6,15597.49
C12298,Customer_2299,Pune, ,2024-10-27,10,20762.56
C12299,Customer_2300,Delhi,Standard,2025-09-06,4,24562.9
C12300,Customer_2301,Bangalore,Basic,2025-12-12,9,14133.96
C12301,Customer_2302,Bangalore,Standard,2025-02-10,8,8673.91
C12302,Customer_2303,Chennai,Basic,2024-10-04,7,18307.97
C12303,Customer_2304,Mumbai,Premium,2023-12-21,6,9429.95
C12304,Customer_2305,Chennai,Standard,2025-07-30,7,4308.53
C12305,Customer_2306,Mumbai,Standard,2025-12-27,12,10552.03
C12306,Customer_2307,Pune,Basic,2024-12-02,7,9580.42
C12307,Customer_2308,Delhi,Premium,2026-01-23,12,14433.33
C12308,Customer_2309,Pune,Premium,2024-12-26,6,26752.21
C12309,Customer_2310,Kolkata,Standard,2026-08-10,10,20922.76
C12310,Customer_2311,Bangalore,Premium,2024-06-25,4,23443.25
C12311,Customer_2312,Mumbai,Premium,2026-06-03,5,6414.36
C12312,Customer_2313,Chennai, ,2025-09-18,9,26431.05
C12313,Customer_2314,Delhi,Standard,2024-01-29,6,13329.53
C12314,Customer_2315,,Standard,2024-05-19,5,16023.04
C12315,Customer_2316,Chennai,Basic,2024-07-25,7,7889.01
C12316,Customer_2317,Bangalore,Standard,2026-02-16,6,20424.18
C12317,Customer_2318,Pune,Premium,2024-09-03,6,11027.78
C12318,Customer_2319, Bangalore ,Standard,2024-04-05,8,8883.44
C12319,Customer_2320,Hyderabad,Standard,2024-09-01,10,9633.37
C12320,Customer_2321,Kolkata,Standard,2024-08-14,10,9447.27
C12321,Customer_2322,Hyderabad,Standard,2024-02-29,9,15305.53
C12322,Customer_2323,Delhi,Premium,2025-09-28,12,7076.1
C12323,Customer_2324,Mumbai,Standard,2024-10-11,6,7954.2
C12324,Customer_2325, ,Basic,2025-09-09,5,10431.36
C12325,Customer_2326,PUNE,Basic,2024-12-15,15,5796.08
C12326,Customer_2327,,Basic,2026-02-21,3,18392.06
C12327,Customer_2328,Bangalore,Basic,2024-07-14,4,16571.12
C12328,Customer_2329,Hyderabad,Standard,2024-08-12,11,9700.4
C12329,Customer_2330,Hyderabad,Basic,2023-09-07,9,11594.05
C12330,Customer_2331,Pune,Premium,2026-03-20,10,15785.88
C12331,Customer_2332,Hyderabad,Standard,2026-01-17,12,9348.39
C12332,Customer_2333,Pune,Standard,2025-02-16,7,13091.25
C12333,Customer_2334,Delhi,Premium,2025-03-19,10,13762.72
C12334,Customer_2335,Bangalore,Basic,2024-12-07,13,20701.44
C12335,Customer_2336,MUMBAI,Basic,2023-10-27,7,18425.58
C12336,Customer_2337,Chennai,Standard,2024-08-17,7,14741.15
C12337,Customer_2338,Mumbai,Basic,2023-03-28,11,12507.46
C12338,Customer_2339,Delhi,Premium,2024-08-12,5,6954.78
C12339,Customer_2340,Chennai,Standard,2023-06-11,15,20118.02
C12340,Customer_2341,HYDERABAD,Standard,2024-12-10,8,14091.8
C12341,Customer_2342,Kolkata,Standard,2025-06-24,4,26029.68
C12342,Customer_2343,DELHI,Basic,2024-06-09,16,17007.57
C12343,Customer_2344, ,Basic,2025-09-08,11,13539.81
C12344,Customer_2345,Bangalore,Basic,2024-03-14,10,11186.97
C12345,Customer_2346, Mumbai ,Standard,2024-02-18,4,6579.96
C12346,Customer_2347,Delhi,Basic,2026-01-08,6,14060.16
C12347,Customer_2348,Delhi,Premium,2024-07-09,8,7744.38
C12348,Customer_2349,Hyderabad,basic,2026-02-25,4,28848.33
C12349,Customer_2350,Hyderabad,Standard,2024-07-10,11,8933.71
C12350,Customer_2351,Chennai,Premium,2023-10-09,12,10480.81
C12351,Customer_2352,Pune,Standard,2023-08-12,3,13003.27
C12352,Customer_2353,Pune,Standard,2026-06-14,8,12287.99
C12353,Customer_2354,Kolkata,Standard,2026-04-16,10,8605.07
C12354,Customer_2355,Pune,Standard,2024-05-05,8,11723.38
C12355,Customer_2356,Bangalore,Premium,2024-05-11,3,24163.79
C12356,Customer_2357,Kolkata,Premium,2023-04-14,7,4226.44
C12357,Customer_2358,Chennai,Premium,2025-12-23,9,14302.24
