order_id,customer_id,order_date,product_id,quantity,order_value,payment_status,order_status,region
O105465,C13051,2026-02-12,P1405,6,8468.44,Pending,Completed,Pune
O105466,C11127,2026-02-21,P1317,6,6816.14,Pending,Completed,Bangalore
O105467,C12356,2026-08-25,P1196,6,11053.42,Paid,Completed,Hyderabad
O105468,C13868,2026-07-18,P1329,2,7953.84,Paid,Completed,Bangalore
O105469,C13982,2026-02-18,P1499,2,24771.74,Paid,Completed,Hyderabad
O105470,C12539,2026-01-10,P1158,1,4815.01,Paid,Processing,Pune
O105471,C11967,2026-03-14,P1420,1,772.5,Paid,Processing,Delhi
O105472,C10711,2026-06-18,P1150,4,3510.99,Paid,Completed,Pune
O105473,C10834,2026-06-01,P1223,3,22320.85,Pending,Completed,Delhi
O105474,C11718,2026-08-16,P1215,-1,17439.81,Paid,Cancelled,Bangalore
O105475,C12811,2026-07-19,P1387,2,19664.11,Paid,Completed,Pune
O105476,C13079,2026-01-28,P1298,4,8215.65,Pending,Cancelled,Mumbai
O105477,C10888,2026-04-01,P1037,1,15680.78,Paid,Completed,Pune
O105478,C12143,2026-03-28,P1142,5,17785.1,Paid,Processing, Delhi 
O105479,C12368,2026-01-13,P1010,2,8362.48,Paid,Completed,Hyderabad
O105480,C13575,2026-07-27,P1280,5,18195.83,Paid,Processing,Chennai
O105481,C13508,2026-07-09,P1409,5,15852.57,Failed,Completed,
O105482,C13272,2026-04-30,P1038,6,7617.0,,Completed,Chennai
O105483,C12068,2026-06-11,P1055,2,1605.54,Paid,Completed,Bangalore
O105484,C10260,2026-05-18,P1434,4,6175.26,Paid,Completed,Bangalore
O105485,C11338,2026-02-12,P1356,4,15602.54,Paid,Completed,Pune
O105486,C12488,2026-04-01,P1355,2,15096.06,Failed,Completed,Mumbai
O105487,C12552,2026-01-01,P1416,7,12838.93,Failed,Completed,
O105488,C13399,2026-02-12,P1111,6,6511.44,Paid,Completed,Bangalore
O105489,C11518,2026-03-11,P1363,3,11280.06,Paid,Completed,Kolkata
O105490,C13749,2026-04-04,P1147,5,3857.88,Paid,Cancelled,Kolkata
O105491,C10653,2026-08-13,P1497,4,16660.86,,Completed,Pune
O105492,C10199,2026-06-10,P1307,2,21768.25,Paid,Completed,
O105493,C10707,2026-07-02,P1033,1,11753.04,Paid,Completed,Mumbai
O105494,C11850,2026-01-31,P1300,1,5561.04,Paid,Cancelled,Kolkata
O105495,C13294,2026-01-06,P1331,7,20748.79,Failed,Completed,
O105496,C10615,2026-03-22,P1099,2,8033.06,Paid,Completed,
O105497,C12194,2026-08-02,P1259,3,14971.0,Paid,Completed,Delhi
O105498,C13108,2026-01-26,P1268,1,2162.91,Pending,Completed,Bangalore
O105499,C10139,2026-02-10,P1058,3,18033.05,Refunded,Completed,Pune
O105500,C10166,2026-06-13,P1322,2,11678.59,Paid,Completed,Mumbai
O105501,C11963,2026-02-26,P1436,2,10756.71,Paid,Completed,Hyderabad
O105502,C10731,2026-06-22,P1400,5,23390.46,Paid,Processing,Kolkata
O105503,C11803,2026-04-20,P1454,2,12439.79,Paid,Completed,Hyderabad
O105504,C10175,2026-04-04,P1377,3,713.74,Paid,Completed,Mumbai
O105505,C13910,2026-06-27,P1044,7,24007.58,Failed,Cancelled,Pune
O105506,C12618,2026-05-13,P1302,4,601.66,Paid,Completed,Pune
O105507,C12748,2026-08-14,P1205,1,13535.98,Paid,Completed,Hyderabad
O105508,C12040,2026-06-23,P1351,1,15949.85,,Completed,Bangalore
O105509,C13302,2026-01-17,P1111,7,22393.76,Paid,Completed,Chennai
O105510,C13336,2026-08-13,P1240,5,17076.55,Paid,Completed,Hyderabad
O105511,C10636,2026-05-25,P1409,7,20334.98,Paid,Completed,Chennai
O105512,C13076,2026-01-23,P1414,7,19317.09,Paid,Completed,Chennai
O105513,C12268,2026-09-10,P1367,4,5574.31,Paid,Completed,Hyderabad
O105514,C13051,2026-02-21,P1123,3,17601.56,Paid,Completed,Bangalore
O105515,C13677,2026-08-15,P1158,3,16048.28,Paid,Completed,Chennai
O105516,C11341,2026-04-08,P1463,5,6326.08,Pending,Completed,Hyderabad
O105517,C12285,2026-03-08,P1315,7,3469.77,Paid,Completed,Mumbai
O105518,C13152,2026-08-26,P1000,2,18865.49,Paid,Completed,Pune
O105519,C13950,2026-01-26,P1173,4,24286.82,Paid,Completed,Chennai
O105520,C12452,2026-07-01,P1289,1,18539.61,Paid,Processing,Kolkata
O105521,C12887,2026-07-07,P1217,4,18811.41,Paid,Completed,Kolkata
O105522,C13388,2026-01-15,P1181,7,4417.6,Paid,Completed,Kolkata
O105523,C13007,2026-04-29,P1186,5,6402.27,Paid,Completed,Bangalore
O105524,C13772,2026-02-03,P1093,2,14768.34,Paid,Completed,Bangalore
O105525,C10919,2026-01-25,P1040,6,1076.34,Paid,Processing,Chennai
O105526,C13634,2026-01-05,P1050,7,16797.7,Paid,Completed,Pune
O105527,C10829,2026-07-21,P1004,4,3876.84,Paid,Completed,Chennai
O105528,C12262,2026-05-28,P1343,2,10510.89,Paid,Completed,Chennai
O105529,C12093,2026-04-21,P1393,7,8208.65,Paid,Completed,Chennai
O105530,C13327,2026-06-05,P1165,7,2929.45,Paid,Processing,Pune
O105531,C11595,2026-01-07,P1418,4,14595.66,Paid,Completed,Bangalore
O105532,C10573,2026-04-15,P1193,1,9222.77,Paid,Completed,Mumbai
O105533,C12829,2026-03-02,P1476,3,1386.43,Paid,Cancelled,Chennai
O105534,C12428,2026-01-02,P1146,4,11277.17,Pending,Completed,Delhi
O105535,C13310,2026-05-23,P1165,7,14879.39,Paid,Completed,Chennai
O105536,C13036,2026-06-28,P1436,3,3521.23,Paid,Completed,Mumbai
O105537,C13582,2026-03-06,P1375,3,14749.35,Paid,Completed,Chennai
O105538,C13359,2026-01-17,P1233,3,7760.0,Paid,Completed,Kolkata
O105539,C12746,2026-04-20,P1049,7,6713.31,Refunded,Completed,Pune
O105540,C11864,2026-08-08,P1333,7,19948.44,Refunded,Processing,Kolkata
O105541,C10081,2026-01-24,P1347,5,11853.22,Failed,Processing,Delhi
O105542,C11231,2026-05-26,P1161,1,9634.7,Paid,Completed,Chennai
O105543,,2026-02-02,P1387,3,20381.65,Paid,Completed,Pune
O105544,C10238,2026-02-06,P1060,1,22785.5,Paid,Returned,Chennai
O105545,C13028,2026-06-03,P1366,7,8082.57,Paid,Processing,Bangalore
O105546,C12067,2026-02-18,P1344,7,1544.83,Paid,Completed,Kolkata
O105547,C13473,2026-04-24,P1246,4,13655.72,Paid,Completed,Chennai
O105548,C12641,2026-06-22,P1246,6,17964.3,Paid,Completed,Mumbai
O105549,C13196,2026-03-31,P1453,1,14818.43,Paid,Completed,Hyderabad
O105550,C10686,2026-07-03,P1219,2,17294.98,Failed,Processing,Delhi
O105551,C10692,2026-06-27,P1357,3,16274.09,Paid,Completed,Hyderabad
O105552,,2026-05-05,P1392,4,23913.07,Paid,Returned,Delhi
O105553,C11334,2026-07-11,P1179,3,21688.17,Paid,Completed,Delhi
O105554,C13620,2026-06-24,P1337,3,3556.54,Paid,Completed,Mumbai
O105555,C13099,2026-03-17,P1414,4,11479.32,Pending,Completed,Kolkata
O105556,C11459,2026-01-24,P1341,4,11532.78,Paid,Completed,Bangalore
O105557,C13676,2026-07-05,P1067,5,11571.44,Paid,Cancelled,Pune
O105558,C13118,2026-07-18,P1160,5,23288.39,Paid,Completed,Kolkata
O105559,C12626,2026-02-06,P1099,5,8381.66,Paid,Processing,Hyderabad
O105560,C11747,2026-01-18,P1314,1,15472.54,Paid,Completed,Kolkata
O105561,C12608,2026-01-31,P1418,2,22438.94,Paid,Completed,Hyderabad
O105562,C12374,2026-07-28,P1268,2,1548.3,Paid,Completed,Chennai
O105563,C13129,2026-09-07,P1078,1,22000.28,Paid,Completed,Chennai
O105564,C10903,2026-01-07,P1188,5,19194.49,Pending,Completed,Bangalore
O105565,C13545,2026-01-10,P1096,2,5434.45,Paid,Returned,Bangalore
O105566,C12369,2026-07-23,P1475,5,8340.13,Paid,Completed,Chennai
O105567,C13229,2026-08-08,P1303,7,7971.49,Paid,Completed,Delhi
O105568,C11390,2026-01-31,P1353,7,5766.27,Paid,Completed,Kolkata
O105569,C11568,2026-02-07,P1165,4,16071.48,Paid,Completed,Mumbai
O105570,C13752,2026-07-18,P1448,1,24575.86,Paid,Returned,Chennai
O105571,C12489,2026-08-13,P1053,5,4415.31,Paid,Cancelled,Mumbai
O105572,C11271,2026-09-02,P1158,7,6035.06,,Completed,BANGALORE
O105573,C10328,2026-05-15,P1048,1,7472.24,Paid,Cancelled,Bangalore
O105574,C11738,2026-01-23,P1464,7,23458.0,Paid,Completed,Pune
O105575,C13399,2026-05-04,P1149,3,15757.79,Failed,Completed,Hyderabad
O105576,C11006,2026-09-03,P1223,1,5552.91,Pending,Completed,Kolkata
O105577,C13443,2026-09-14,P1412,1,20158.53,Pending,Completed,Chennai
O105578,C10647,2026-05-17,P1192,7,23094.96,Paid,Cancelled,Hyderabad
O105579,C10520,2026-03-06,P1047,5,10265.02,Pending,Returned,Delhi
O105580,C12424,2026-04-22,P1091,1,4568.58,Paid,Completed,Chennai
O105581,C13221,2026-04-10,P1104,6,7954.94,Paid,Completed,Kolkata
O105582,C13122,2026-05-28,P1449,6,5662.73,Paid,Returned,Pune
O105583,C12176,2026-06-07,P1280,3,5275.25,Paid,Processing, 
O105584,C12556,2026-07-11,P1020,7,4518.48,Paid,Completed,Bangalore
O105585,C11033,2026-04-26,P1484,4,21938.38,Refunded,Completed,Bangalore
O105586,C12206,2026-01-11,P1281,7,2421.43,Paid,Cancelled,Kolkata
O105587,C10831,2026-01-02,P1359,6,10509.73,Paid,Completed,Delhi
O105588,C13716,2026-07-21,P1128,7,663.96,Paid,Cancelled,Hyderabad
O105589,C12714,2026-09-09,P1415,7,7546.86,Paid,Completed,
O105590,C12260,2026-08-23,P1072,2,17761.3,,Cancelled,Chennai
O105591,C10989,2026-07-13,P1173,7,5310.04,Paid,Completed,Mumbai
O105592,C11637,2026-03-22,P1240,4,24968.62,Pending,Returned,Kolkata
O105593,C13123,2026-06-21,P1260,1,1492.99,Paid,Completed,Bangalore
O105594,C10958,2026-06-17,P1167,6,3671.15,Pending,Returned,Mumbai
O105595,C10515,2026-01-05,P1144,3,19735.96,Pending,Completed,Delhi
O105596,C11230,2026-04-22,P1052,3,24407.16,Paid,Completed,Delhi
O105597,C13180,2026-03-24,P1220,4,23864.12,Paid,Returned,Bangalore
O105598,C13535,2026-06-28,P1107,5,20016.44,Pending,Processing,Mumbai
O105599,C11658,2026-01-06,P1338,2,24332.77,Paid,Processing,Chennai
O105600,C13127,2026-02-07,P1359,1,21067.62,Pending,Completed,Pune
O105601,C11329,2026-09-10,P1284,1,1733.21,Paid,Completed,Delhi
O105602,C12036,2026-04-19,P1370,7,21187.16,Paid,Completed,Pune
O105603,C10080,2026-07-14,P1075,4,12249.36,Paid,Cancelled,Hyderabad
O105604,C12850,2026-06-10,P1135,3,11581.8,Paid,Completed,Hyderabad
O105605,C12877,2026-05-11,P1106,3,362.42,Paid,Processing,Hyderabad
O105606,C10401,2026-03-08,P1042,5,15620.35,Paid,Completed,Pune
O105607,C11436,2026-07-20,P1222,2,16888.73,Paid,Completed,Mumbai
O105608,C11935,2026-04-05,P1142,7,19830.67,Paid,Cancelled,BANGALORE
O105609,C13098,2026-05-27,P1161,1,8351.04,,Completed,Pune
O105610,C13297,2026-02-24,P1089,4,3464.9,Paid,Processing,Kolkata
O105611,C12878,2026-08-24,P1381,7,11164.3,Refunded,Processing,Hyderabad
O105612,C10864,2026-05-11,P1418,5,9248.51,Pending,Completed,Chennai
O105613,C11426,2026-04-05,P1476,2,18902.39,Paid,Completed,Bangalore
O105614,C10990,2026-02-01,P1416,1,5967.14,Pending,Processing,Delhi
O105615,C12550,2026-04-06,P1352,2,3712.82,Pending,Processing,Kolkata
O105616,C12591,2026-03-18,P1227,1,11172.58,Paid,Completed,
O105617,C10064,2026-04-23,P1276,6,15811.34,Failed,Returned,Chennai
O105618,C12929,2026-04-24,P1477,2,7240.64,Paid,Cancelled,Mumbai
O105619,C10918,2026-06-07,P1146,2,3126.5,Paid,Processing,Chennai
O105620,C13208,2026-06-19,P1095,6,11146.17,Paid,Completed,Pune
O105621,C13333,2026-02-18,P1497,4,24058.37,Paid,Completed,Pune
O105622,C13190,2026-02-05,P1000,7,24192.67,Paid,Completed,Mumbai
O105623,C11633,2026-01-08,P1178,7,17804.54,Paid,Completed,Pune
O105624,C11394,2026-01-17,P1160,5,19495.69,Pending,Processing,Mumbai
O105625,C11741,2026-01-21,P1025,3,5326.7,Paid,Completed,Bangalore
O105626,C12110,2026-08-04,P1425,2,9553.95,Paid,Completed,Delhi
O105627,C11000,2026-01-24,P1309,4,15237.43,Paid,Processing,PUNE
O105628,C13729,2026-07-02,P1044,7,18835.29,Pending,Completed,Mumbai
O105629,C12017,2026-05-06,P1154,6,4415.64,Paid,Completed,Mumbai
O105630,C10293,2026-01-03,P1306,3,11603.42,Paid,Completed,Mumbai
O105631,C13992,2026-07-31,P1027,5,4320.03,Paid,Completed,Delhi
O105632,C11937,2026-05-10,P1211,5,15943.96,Paid,Completed,Mumbai
O105633,C13790,2026-05-05,P1007,2,19372.41,Paid,Cancelled,Kolkata
O105634,C11562,2026-01-08,P1345,6,20882.72,Pending,Completed,Delhi
O105635,C10899,2026-03-19,P1414,7,18389.42,Paid,Completed,Pune
O105636,C12949,2026-03-01,P1004,7,4230.89,Paid,Completed,MUMBAI
O105637,C11731,2026-02-15,P1010,6,20761.77,Failed,Completed,Pune
O105638,C13528,2026-07-16,P1340,1,8560.02,Paid,Completed,Pune
O105639,C11859,2026-07-21,P1199,5,20943.43,Paid,Completed,Delhi
O105640,C11354,2026-08-16,P1153,4,6497.25,Paid,Completed,Hyderabad
O105641,C13869,2026-04-23,P1121,2,12049.87,Pending,Completed,Kolkata
O105642,C13324,2026-03-11,P1187,5,14541.32,Paid,Completed,Chennai
O105643,C10823,2026-01-04,P1301,-3,1157.62,Refunded,Completed,Delhi
O105644,C11956,2026-05-25,P1139,7,22621.26,Paid,Completed,Kolkata
O105645,C10453,2026-06-21,P1234,-5,12935.12,Paid,Completed,BANGALORE
O105646,C10431,2026-08-22,P1012,5,5043.43,Paid,Completed,Mumbai
O105647,C13416,2026-06-21,P1201,2,4272.05,Paid,Returned,Chennai
O105648,C13730,2026-08-19,P1371,4,17257.74,Failed,Completed,Bangalore
O105649,C12957,2026-06-15,P1348,7,2318.81,Failed,Processing,Chennai
O105650,C13960,2026-04-06,P1263,5,11163.6,Paid,Completed,Bangalore
O105651,C10181,2026-02-14,P1425,1,13644.83,Pending,Completed,Bangalore
O105652,C11327,2026-03-29,P1101,3,6058.34,Paid,Cancelled,Delhi
O105653,C10528,2026-08-05,P1192,3,3491.24,Paid,Completed,Chennai
O105654,C13130,2026-06-09,P1392,2,12420.45,Paid,Completed,Pune
O105655,C13564,2026-03-27,P1131,5,8706.1,Paid,Completed,Chennai
O105656,C11789,2026-07-22,P1352,5,3763.97,Paid,Completed,Chennai
O105657,C13319,2026-01-24,P1310,7,5496.23,Paid,Completed,Pune
O105658,C13393,2026-04-29,P1361,7,11932.21,Paid,Processing,Pune
O105659,C10559,2026-05-04,P1499,1,3586.34,Paid,Processing,Kolkata
O105660,C11509,2026-08-03,P1212,3,23422.15,Paid,Completed, Mumbai 
O105661,C10752,2026-04-02,P1378,6,19453.76,Paid,Processing,Delhi
O105662,C12682,2026-01-05,P1326,4,8341.28,Paid,Processing,Mumbai
O105663,C11550,2026-03-14,P1054,6,6681.39,Refunded,Completed,
O105664,C12673,2026-08-23,P1095,3,21895.1,Failed,Completed,Kolkata
O105665,C13506,2026-07-09,P1312,5,10845.12,Paid,Processing,Bangalore
O105666,C11652,2026-07-01,P1184,4,21609.13,Paid,Completed,Hyderabad
O105667,C13890,2026-04-06,P1422,7,18638.67,Paid,Completed,Mumbai
O105668,C11635,2026-02-09,P1155,4,2575.31,Paid,Completed,Delhi
O105669,C10855,2026-05-11,P1153,1,20396.02,Paid,Cancelled,Bangalore
O105670,C12118,2026-08-25,P1100,6,13635.06,Pending,Completed,Chennai
O105671,C11597,2026-08-26,P1353,2,17036.72,Paid,Completed,Mumbai
O105672,C10500,2026-01-13,P1072,2,5709.41,Paid,Completed,Delhi
O105673,C10092,2026-03-06,P1325,1,306.68,Paid,Completed,Mumbai
O105674,C12978,2026-01-01,P1021,7,8542.1,Paid,Completed,Pune
O105675,C13734,2026-08-16,P1200,5,5008.5,Paid,Completed,Pune
O105676,C11763,2026-02-28,P1494,5,11049.85,Paid,Completed,Pune
O105677,C10261,2026-02-16,P1172,2,2545.18,Paid,Completed,Pune
O105678,C12964,2026-06-26,P1142,3,22407.64,Paid,Cancelled,Hyderabad
O105679,C13471,2026-03-24,P1448,1,3232.48,Paid,Completed,Delhi
O105680,C11295,2026-04-26,P1351,3,19175.37,Paid,Completed,Delhi
O105681,C10888,2026-01-04,P1494,1,23501.32,,Processing,Chennai
O105682,C11349,2026-04-03,P1145,1,3961.24,Paid,Completed,Delhi
O105683,C13636,2026-04-07,P1266,2,8857.98,Paid,Completed,Kolkata
O105684,C11673,2026-08-09,P1482,2,18357.24,Paid,Completed,Mumbai
O105685,C12618,2026-03-28,P1352,6,17947.21,Paid,Completed,Kolkata
O105686,C10297,2026-02-20,P1387,3,1223.66,Paid,Completed,Mumbai
O105687,C11127,2026-03-29,P1033,5,2046.14,Pending,Processing,Hyderabad
O105688,C10912,2026-02-04,P1303,4,3267.45,Paid,Completed,Chennai
O105689,C10250,2026-06-30,P1082,6,14330.14,Paid,Completed,Mumbai
O105690,C10482,2026-03-05,P1047,3,1659.56,Paid,Completed,Pune
O105691,C11667,2026-09-08,P1331,7,14833.73,Paid,Processing,Bangalore
O105692,C12233,2026-01-03,P1295,1,8758.81,Refunded,Completed,Hyderabad
O105693,C11248,2026-07-07,P1186,4,16834.44,Paid,Completed,Delhi
O105694,C11679,2026-02-18,P1483,4,19616.45,Pending,Completed,Chennai
O105695,C13040,2026-08-11,P1431,6,19847.56,Paid,Completed,Delhi
O105696,C10989,2026-02-24,P1296,4,1229.58,Pending,Completed,Pune
O105697,C10136,2026-02-27,P1405,6,23695.72,Paid,Completed,Hyderabad
O105698,C11028,2026-09-15,P1366,4,14790.16,Paid,Returned,Pune
O105699,C13688,2026-08-12,P1319,6,22423.77,Paid,Completed,Kolkata
O105700,C10072,2026-04-19,P1203,6,15494.09,Failed,Completed,Delhi
O105701,C10516,2026-07-10,P1048,4,12257.69,Paid,Completed,Mumbai
O105702,C10260,2026-06-20,P1117,3,18324.3,Paid,Completed,Delhi
O105703,C11508,2026-02-11,P1182,2,5719.71,Paid,Completed,Delhi
O105704,C12593,2026-06-10,P1091,2,2849.69,Paid,Completed,Mumbai
O105705,C13644,2026-08-26,P1270,7,2535.31,Paid,Completed,Pune
O105706,C13178,2026-08-29,P1131,1,21273.66,Paid,Completed,Delhi
O105707,C11003,2026-03-27,P1135,5,22837.39,Paid,Completed,Mumbai
O105708,C12541,2026-02-18,P1478,7,20416.03,Paid,Completed,Delhi
O105709,C12657,2026-07-15,P1382,3,22639.51,Paid,Completed,Bangalore
O105710,C10362,2026-01-23,P1315,4,24623.96,Failed,Completed,Pune
O105711,C11709,2026-01-26,P1126,2,13293.65,Pending,Completed,Mumbai
O105712,C11245,2026-06-23,P1345,1,4100.85,Pending,Cancelled,Chennai
O105713,C10628,2026-05-02,P1386,4,15315.79,Paid,Completed,Chennai
O105714,C10234,2026-09-03,P1230,1,9041.16,Paid,Cancelled,Chennai
O105715,C10108,2026-04-21,P1390,4,8857.28,Paid,Completed,Chennai
O105716,C13437,2026-02-04,P1334,6,18276.86,Paid,Processing,Delhi
O105717,C11323,2026-07-12,P1211,4,2539.07,Paid,Completed,Kolkata
O105718,C11973,2026-03-21,P1400,2,1227.03,Paid,Processing,Bangalore
O105719,,2026-09-03,P1379,2,17473.28,Failed,Completed,Chennai
O105720,C10663,2026-03-30,P1223,4,6740.03,Paid,Completed,Pune
O105721,C11046,2026-05-22,P1009,2,9821.88,Paid,Completed,Chennai
O105722,C10680,2026-06-19,P1079,7,7898.53,Paid,Processing,Bangalore
O105723,C13033,2026-06-09,P1111,3,15486.58,Paid,Completed,Kolkata
O105724,C13632,2026-01-28,P1281,4,4116.53,Paid,Completed,Chennai
O105725,C11739,2026-02-19,P1277,2,18098.52,Paid,Returned,Bangalore
O105726,C13294,2026-03-12,P1398,1,23145.7,Paid,Completed,Mumbai
O105727,C11704,2026-03-28,P1057,1,20951.88,Paid,Processing,Bangalore
O105728,C11788,2026-09-02,P1251,1,22703.81,Paid,Returned,Hyderabad
O105729,C11942,2026-03-25,P1315,5,23445.65,Paid,Completed,Delhi
O105730,C13283,2026-01-01,P1331,1,9496.65,Paid,Completed,Bangalore
O105731,C13748,2026-01-28,P1166,6,19954.78,Paid,Completed,DELHI
O105732,C12980,2026-04-01,P1386,1,12522.19,Paid,Completed,Pune
O105733,C13556,2026-04-20,P1443,3,6963.4,Paid,Completed,Chennai
O105734,C12572,2026-05-31,P1180,3,18747.99,Paid,Cancelled,Delhi
O105735,,2026-03-07,P1407,5,6329.98,Paid,Returned,Mumbai
O105736,C12229,2026-04-28,P1438,3,3007.63,Paid,Completed,Mumbai
O105737,C13093,2026-03-11,P1001,2,17704.1,Paid,Processing,Bangalore
O105738,C12823,2026-03-21,P1195,1,7402.61,Failed,Processing,Hyderabad
O105739,C12999,2026-01-31,P1406,2,7856.19,Paid,Completed,Hyderabad
O105740,C10938,2026-05-10,P1381,7,22063.73,Paid,Completed,Mumbai
O105741,C10615,2026-02-15,P1058,5,3647.82,Paid,Completed,Chennai
O105742,C12614,2026-05-23,P1056,2,19191.7,Paid,Completed,Mumbai
O105743,C11933,2026-05-23,P1470,6,9839.45,Paid,Cancelled,Kolkata
O105744,,2026-09-07,P1199,2,22357.36,Paid,Completed,Chennai
O105745,C10586,2026-05-23,P1425,2,11176.5,Paid,Completed,Delhi
O105746,C13793,2026-04-19,P1107,6,10402.87,Paid,Cancelled,Delhi
O105747,C12818,2026-03-09,P1139,3,10917.69,Paid,Completed,Delhi
O105748,C10092,2026-02-26,P1200,1,20990.95,Paid,Completed,Chennai
O105749,C12307,2026-02-03,P1074,6,559.6,Paid,Completed,Chennai
O105750,C11251,2026-08-04,P1236,2,17710.12,Paid,Completed,Pune
O105751,C11099,2026-07-04,P1478,7,5369.44,Paid,Returned,Kolkata
O105752,C13611,2026-04-11,P1000,4,22088.5,Paid,Completed,Delhi
O105753,C13346,2026-01-06,P1354,1,9585.39,Paid,Completed,Hyderabad
O105754,C10038,2026-03-06,P1053,1,8672.2,Refunded,Processing,Chennai
O105755,C10727,2026-01-07,P1247,4,17901.82,Paid,Completed,Delhi
O105756,C12880,2026-03-07,P1298,5,18144.49,Paid,Completed,Chennai
O105757,C13395,2026-01-19,P1445,5,15952.66,Paid,Completed,Chennai
O105758,C12872,2026-04-17,P1398,1,8446.26,Refunded,Completed,Mumbai
O105759,C12102,2026-01-26,P1006,3,15375.72,Failed,Completed,Chennai
O105760,C13941,2026-05-22,P1411,6,1640.37,Paid,Cancelled,Kolkata
O105761,C13191,2026-03-18,P1239,5,23892.94,Paid,Completed,
O105762,C11873,2026-04-23,P1261,5,11481.98,Paid,Completed,Mumbai
O105763,C12335,2026-03-09,P1275,2,7820.6,Paid,Cancelled,Kolkata
O105764,C10179,2026-03-08,P1343,2,21561.24,Pending,Completed,
O105765,C13862,2026-08-13,P1425,5,8307.05,Paid,Completed,Chennai
O105766,C11452,2026-09-12,P1483,3,24930.18,Failed,Completed,Chennai
O105767,C12648,2026-07-03,P1037,2,17357.81,Paid,Processing,Delhi
O105768,C12669,2026-03-07,P1189,6,16344.58,Paid,Completed,Hyderabad
O105769,C10227,2026-02-22,P1331,3,4050.86,Paid,Completed,Delhi
O105770,C11064,2026-05-05,P1258,6,15363.61,Paid,Completed,Delhi
O105771,C12626,2026-07-10,P1155,6,4131.59,Paid,Completed,Delhi
O105772,,2026-04-10,P1011,1,19655.02,Refunded,Completed,Delhi
O105773,C13117,2026-01-22,P1246,6,3718.54,Paid,Completed,Hyderabad
O105774,C12322,2026-03-08,P1335,6,9163.17,Paid,Cancelled,Chennai
O105775,C10930,2026-09-15,P1171,3,12075.3,Paid,Processing,Chennai
O105776,C13798,2026-02-17,P1014,2,20188.28,Paid,Cancelled,Hyderabad
O105777,C11615,2026-08-02,P1373,7,15929.18,Paid,Completed,Delhi
O105778,C10600,2026-06-21,P1310,7,18774.79,Pending,Processing,Hyderabad
O105779,C10086,2026-01-25,P1094,7,6326.16,Paid,Completed,Hyderabad
O105780,C13803,2026-07-28,P1244,6,6160.41,Paid,Returned,CHENNAI
O105781,C13114,2026-05-10,P1468,4,9701.31,Paid,Completed,Mumbai
O105782,C10866,2026-07-22,P1337,3,761.42,Pending,Completed,Bangalore
O105783,C10567,2026-04-11,P1431,5,20818.39,Paid,Cancelled,Bangalore
O105784,C13840,2026-01-02,P1261,6,9438.23,Paid,Completed,Pune
O105785,C10963,2026-01-30,P1063,6,1968.57,Paid,Processing,bangalore
O105786,C11849,2026-06-26,P1208,7,21843.72,Paid,Completed,Hyderabad
O105787,C12445,2026-04-29,P1214,3,24205.31,Paid,Processing,Bangalore
O105788,C10249,2026-08-14,P1034,3,16270.64,Paid,Completed,Chennai
O105789,C11378,2026-08-22,P1465,3,9107.73,Paid,Completed,Mumbai
O105790,C13777,2026-08-24,P1010,5,10519.8,Paid,Completed,Bangalore
O105791,C12803,2026-07-02,P1278,6,6627.04,Failed,Cancelled,Delhi
O105792,C11472,2026-07-23,P1312,3,17868.5,Failed,Cancelled,Hyderabad
O105793,C13169,2026-02-19,P1080,4,9094.98,Paid,Processing,Delhi
O105794,C13351,2026-04-25,P1069,5,1102.35,Paid,Processing,Kolkata
O105795,C10607,2026-03-09,P1471,4,1440.21,Paid,Completed,Hyderabad
O105796,C12348,2026-02-06,P1369,7,15484.31,Paid,Completed,Delhi
O105797,C11468,2026-01-12,P1164,4,7472.48,Paid,Completed,Kolkata
O105798,C12029,2026-03-24,P1062,4,4464.21,Pending,Completed,Mumbai
O105799,C11877,2026-02-15,P1079,5,13943.42,Paid,Completed,Pune
O105800,C12016,2026-08-01,P1476,2,7177.38,Paid,Cancelled,Chennai
O105801,C12089,2026-02-07,P1028,5,2111.38,Paid,Completed,Delhi
O105802,C10277,2026-08-29,P1499,3,5081.49,Pending,Processing,Bangalore
O105803,C10711,2026-06-02,P1169,6,19514.3,Pending,Completed,Mumbai
O105804,C12266,2026-07-13,P1155,4,21344.68,Paid,Completed,Mumbai
O105805,C13747,2026-01-21,P1399,3,21842.05,Paid,Completed,Kolkata
O105806,C12988,2026-03-23,P1450,4,13510.37,Paid,Completed,Delhi
O105807,C10955,2026-04-22,P1105,4,23788.49,Paid,Returned, Bangalore 
O105808,C11448,2026-03-03,P1471,6,4046.22,Pending,Completed,Hyderabad
O105809,C11342,2026-01-15,P1273,3,17055.4,Paid,Processing,Hyderabad
O105810,C13080,2026-05-15,P1431,1,17695.26,Paid,Completed,Delhi
O105811,C13891,2026-05-07,P1400,4,1613.68,Paid,Completed,Delhi
O105812,C11422,2026-05-22,P1240,6,7276.46,Failed,Processing,Pune
O105813,C10059,2026-02-04,P1329,1,23741.49,Paid,Completed,Chennai
O105814,C13750,2026-07-18,P1228,5,19048.01,Paid,Completed,Chennai
O105815,C13015,2026-07-20,P1152,4,1650.94,Paid,Cancelled,Kolkata
O105816,C13340,2026-03-25,P1355,7,13657.61,Paid,Completed,Pune
O105817,C10835,2026-03-19,P1494,4,16320.97,Paid,Completed,Hyderabad
