product_id,warehouse_id,stock_available,reorder_level,daily_demand,last_restock_date,supplier
P1192,W115,242,199,137.76,2026-06-07,Supplier_C
P1435,W107,317,82,149.46,2026-08-12,Supplier_A
P1332,W104,393,263,48.34,2026-03-22,Supplier_C
P1200,W118,121,198,36.59,2026-04-23,Supplier_B
P1036,W118,270,222,61.86,2026-04-15,Supplier_A
P1347,W102,68,71,79.61,2026-09-14,Supplier_D
P1334,W106,227,287,44.93,2026-07-12,Supplier_B
P1013,W117,671,216,109.84,2026-04-21,Supplier_B
P1095,W119,180,174,108.75,2026-05-16,Supplier_C
P1070,W102,913,180,60.65,2026-07-03,Supplier_D
P1003,W102,804,113,78.06,2026-09-06,Supplier_D
P1285,W107,540,163,132.01,2026-03-28,Supplier_B
P1186,W119,-16,158,140.69,2026-04-25,Supplier_C
P1038,W116,52,107,147.62,2026-07-16, Supplier_B 
P1356,W102,543,116,127.54,2026-05-08,Supplier_D
P1335,W107,721,291,73.49,2026-07-12,Supplier_A
P1406,W114,27,106,116.98,2026-03-18,Supplier_B
P1264,W119,753,218,104.18,2026-06-19,Supplier_D
P1400,W117,181,68,55.74,2026-09-15,Supplier_D
P1036,W104,220,243,3.1,2026-05-28,Supplier_D
P1119,W106,876,291,45.01,2026-02-07, Supplier_C 
P1067,W119,328,208,46.21,2026-02-24,Supplier_C
P1320,W119,444,202,8.6,2026-05-13,Supplier_B
P1227,W116,179,286,24.69,2026-07-10,Supplier_C
P1298,W112,864,151,105.82,2026-09-07,Supplier_A
P1075,W116,726,204,24.42,2026-07-04,Supplier_A
P1236,W101,12,264,75.99,2026-08-24,Supplier_D
P1408,W112,511,193,85.71,2026-04-25,Supplier_C
P1279,W116,9,134,22.62,2026-07-29,Supplier_D
P1494,W103,891,109,87.67,2026-01-16, Supplier_B 
P1008,W107,244,94,115.55,2026-07-07,Supplier_A
P1456,W109,408,79,9.93,2026-01-25,Supplier_C
P1229,W114,174,163,21.51,2026-08-23,Supplier_B
P1085,W116,812,92,116.65,2026-06-04,
P1093,W102,729,186,101.64,2026-06-10,Supplier_C
P1092,W107,310,282,75.27,2026-02-19,Supplier_A
P1298,W118,775,229,50.36,2026-03-05,Supplier_B
P1111,W109,194,181,65.79,2026-06-20,Supplier_D
P1353,W113,380,296,87.77,2026-04-02,Supplier_A
P1083,W119,447,279,45.29,2026-05-31,Supplier_B
P1080,W101,334,61,134.44,2026-08-25,Supplier_B
P1406,W104,671,235,18.12,2026-02-08,Supplier_B
P1314,W108,166,129,40.69,2026-08-14,Supplier_A
P1313,W100,933,91,87.12,2026-02-13,Supplier_A
P1023,W103,829,209,82.88,2026-01-10,Supplier_C
P1266,W106,125,95,108.46,2026-01-20,Supplier_C
P1445,W100,303,72,9.13,2026-01-13,Supplier_C
P1027,W105,304,177,75.82,2026-04-12,Supplier_A
P1073,W106,68,202,63.16,2026-01-01,Supplier_A
P1121,W113,167,159,118.72,2026-01-27,Supplier_B
P1147,W109,627,198,119.0,2026-05-06,Supplier_A
P1172,W109,20,297,88.08,2026-06-24,SUPPLIER_D
P1401,W114,60,90,110.05,2026-03-10,Supplier_D
P1200,W119,777,225,119.76,2026-09-01,Supplier_B
P1262,W101,234,234,129.71,2026-06-16,Supplier_C
P1157,W115,945,265,148.41,2026-02-20,Supplier_A
P1453,W116,488,66,87.83,2026-08-26,Supplier_B
P1062,W103,31,91,21.91,2026-03-30,Supplier_A
P1247,W107,461,172,36.58,2026-07-21,Supplier_B
P1452,W117,228,245,144.2,2026-04-24,Supplier_D
P1024,W104,523,203,32.03,2026-03-07,Supplier_D
P1100,W102,972,53,4.56,2026-05-24,Supplier_A
P1080,W105,875,120,94.49,2026-06-06,Supplier_D
P1013,W103,157,90,89.07,2026-09-10,Supplier_A
P1272,W102,432,111,3.72,2026-05-03,Supplier_A
P1025,W117,833,199,111.25,2026-08-06,Supplier_D
P1214,W117,386,159,10.8,2026-01-20,Supplier_D
P1264,W112,834,184,92.66,2026-01-22, 
P1279,W106,247,148,147.08,2026-03-17,Supplier_A
P1313,W100,875,137,54.01,2026-06-05,Supplier_D
P1287,W106,228,174,138.33,2026-07-08,Supplier_A
P1426,W112,73,175,79.23,2026-07-03, Supplier_D 
P1382,W110,138,224,65.41,2026-04-05,Supplier_A
P1141,W111,991,196,91.6,2026-02-06,Supplier_D
P1484,W108,845,162,58.52,2026-06-01,Supplier_A
P1491,W110,701,71,14.47,2026-07-26,Supplier_D
P1354,W112,531,129,146.48,2026-02-21,Supplier_C
P1293,W106,988,56,51.84,2026-08-27,Supplier_D
P1106,W119,360,252,98.69,2026-03-27,Supplier_C
P1255,W107,871,293,88.99,2026-08-29,
P1053,W117,500,164,84.98,2026-01-16,Supplier_B
P1318,W106,458,269,122.95,2026-02-12,Supplier_A
P1251,W101,435,216,110.02,2026-03-01,Supplier_A
P1016,W113,246,195,126.68,2026-04-18,Supplier_A
P1132,W112,304,290,118.06,2026-09-11,Supplier_A
P1076,W112,355,103,65.95,2026-03-06,Supplier_D
P1128,W111,493,202,26.04,2026-02-28,Supplier_D
P1170,W105,357,229,87.31,2026-09-06,Supplier_C
P1314,W104,716,125,95.36,2026-03-09,Supplier_A
P1488,W107,-12,201,107.33,2026-05-06,Supplier_C
P1376,W111,115,283,109.47,2026-07-26,Supplier_C
P1497,W112,772,234,48.4,2026-01-02,Supplier_C
P1322,W107,254,151,63.62,2026-08-11,Supplier_D
P1377,W114,476,72,131.12,2026-07-14,Supplier_D
P1006,W111,936,166,102.77,2026-08-05,Supplier_C
P1400,W117,77,53,43.71,2026-05-20,Supplier_B
P1367,W115,757,133,146.27,2026-05-09,
P1040,W101,33,115,78.5,2026-09-10,
P1150,W111,918,195,54.96,2026-05-28,Supplier_D
P1197,W101,835,206,98.24,2026-05-05,Supplier_B
P1164,W118,370,111,111.31,2026-02-14,Supplier_B
P1195,W102,158,85,26.13,2026-08-20,Supplier_D
P1153,W103,812,221,71.97,2026-04-10,Supplier_A
P1300,W110,774,77,108.99,2026-04-12,Supplier_A
P1441,W111,495,127,45.73,2026-03-10,Supplier_A
P1483,W105,582,193,77.44,2026-03-08,Supplier_C
P1420,W119,6,230,49.55,2026-01-15,Supplier_B
P1497,W119,540,278,27.3,2026-07-28,SUPPLIER_B
P1092,W115,982,80,53.53,2026-03-31,Supplier_D
P1068,W118,922,64,116.4,2026-05-23,Supplier_B
P1381,W109,663,119,43.53,2026-01-16,Supplier_D
P1214,W107,466,267,116.34,2026-08-26,Supplier_A
P1458,W117,482,53,74.46,2026-03-24,Supplier_C
P1099,W110,256,99,100.79,2026-08-22,Supplier_A
P1277,W107,388,265,55.54,2026-05-26,Supplier_A
P1483,W117,963,166,97.92,2026-04-22,Supplier_B
P1417,W111,328,233,63.12,2026-06-21,Supplier_A
P1289,W117,17,208,70.44,2026-07-06,Supplier_C
P1181,W105,974,55,71.99,2026-07-16,Supplier_B
P1121,W112,525,234,111.07,2026-04-19,Supplier_B
P1418,W100,757,188,11.94,2026-03-07,Supplier_B
P1469,W110,905,69,21.17,2026-09-15,Supplier_D
P1317,W116,567,185,81.83,2026-09-08,Supplier_D
P1084,W112,482,171,121.31,2026-05-16,Supplier_A
P1280,W114,561,51,88.05,2026-05-06,Supplier_A
P1010,W108,935,120,105.99,2026-05-29,Supplier_C
P1432,W103,5,156,131.2,2026-03-12,Supplier_A
P1288,W102,158,53,102.41,2026-01-27,Supplier_A
P1186,W101,882,136,30.13,2026-06-19,Supplier_D
P1276,W118,355,73,86.78,2026-01-09,Supplier_C
P1406,W112,324,247,146.05,2026-03-25,Supplier_D
P1080,W102,466,141,67.44,2026-05-27,Supplier_B
P1166,W103,504,171,123.93,2026-01-29,Supplier_A
P1178,W118,172,273,96.66,2026-01-03,Supplier_C
P1095,W118,283,256,37.38,2026-06-30,Supplier_C
P1387,W107,334,129,67.85,2026-01-22,Supplier_B
P1490,W119,554,135,83.56,2026-04-18,Supplier_B
P1028,W104,519,260,124.54,2026-05-26,Supplier_B
P1382,W108,292,69,108.52,2026-06-28,Supplier_B
P1011,W102,745,172,110.64,2026-01-30,Supplier_D
P1494,W116,729,297,144.73,2026-04-11,Supplier_D
P1055,W104,61,86,31.13,2026-08-20,Supplier_C
P1296,W104,98,140,63.34,2026-04-30,Supplier_C
P1482,W102,210,92,28.6,2026-07-10,Supplier_A
P1133,W113,703,55,56.19,2026-01-07,Supplier_B
P1492,W106,456,96,77.78,2026-04-02,Supplier_C
P1216,W102,574,205,122.15,2026-07-16,Supplier_D
P1040,W110,812,107,87.64,2026-03-30,Supplier_B
P1401,W106,217,100,123.02,2026-06-25,Supplier_B
P1390,W113,752,230,116.87,2026-03-24,Supplier_B
P1491,W119,781,262,13.72,2026-08-07,Supplier_D
P1464,W108,424,157,31.13,2026-02-04,Supplier_B
P1430,W100,380,107,25.72,2026-08-30,Supplier_B
P1374,W108,736,177,116.43,2026-07-10,Supplier_C
P1240,W100,499,220,3.76,2026-02-12,Supplier_B
P1284,W106,173,197,19.12,2026-07-07,Supplier_C
P1317,W107,900,183,18.07,2026-05-11,Supplier_C
P1344,W104,899,77,137.55,2026-02-14,Supplier_D
P1157,W115,661,140,1.23,2026-03-11,Supplier_A
P1456,W104,27,198,30.71,2026-04-02,Supplier_B
P1010,W119,263,296,90.93,2026-08-20,Supplier_C
P1254,W110,851,129,39.94,2026-01-17,Supplier_A
P1370,W115,645,295,103.86,2026-01-29,Supplier_A
P1208,W103,156,127,12.35,2026-03-15,Supplier_D
P1282,W113,867,143,75.75,2026-02-04,Supplier_B
P1345,W101,600,102,115.13,2026-04-22,Supplier_D
P1049,W109,983,201,145.27,2026-08-08,Supplier_C
P1072,W114,722,254,107.27,2026-02-15,Supplier_D
P1158,W107,821,51,65.57,2026-04-21,Supplier_D
P1036,W100,481,133,32.88,2026-03-29,Supplier_A
P1413,W101,162,215,128.48,2026-04-17,Supplier_B
P1403,W101,185,220,47.34,2026-03-21,Supplier_A
P1280,W116,385,238,71.62,2026-04-21,Supplier_B
P1028,W119,456,210,24.59,2026-08-16,Supplier_C
P1314,W115,828,113,120.8,2026-05-24,Supplier_A
P1115,W116,163,296,120.5,2026-05-29,Supplier_B
P1081,W106,385,295,42.98,2026-06-18,Supplier_C
P1380,W119,974,74,75.75,2026-02-18,Supplier_A
P1197,W103,555,225,61.65,2026-03-24,Supplier_B
P1236,W114,812,211,123.77,2026-03-16,Supplier_C
P1303,W103,172,164,137.34,2026-08-28,Supplier_A
P1211,W114,958,270,45.88,2026-08-04,Supplier_B
P1143,W114,549,151,73.4,2026-01-02,Supplier_A
P1438,W111,999,226,137.45,2026-08-19,Supplier_A
P1137,W119,44,249,44.97,2026-08-03,
P1084,W108,330,123,53.63,2026-08-08,Supplier_B
P1379,W106,30,83,38.54,2026-01-04,Supplier_B
P1060,W118,790,222,38.21,2026-08-17,Supplier_A
P1073,W108,59,125,118.12,2026-07-26,Supplier_C
P1451,W104,965,140,44.73,2026-05-29,Supplier_D
P1174,W108,304,154,87.35,2026-05-28,Supplier_B
P1451,W116,452,268,131.64,2026-03-07,Supplier_B
P1395,W100,428,253,3.85,2026-01-02,Supplier_C
P1353,W103,392,251,34.88,2026-08-21,Supplier_D
P1010,W113,697,167,103.32,2026-01-20,Supplier_A
P1143,W108,274,103,22.71,2026-09-10,Supplier_C
P1261,W116,835,73,5.81,2026-09-08,Supplier_D
P1469,W105,420,134,27.46,2026-02-22,Supplier_C
P1462,W100,822,292,54.71,2026-04-29,Supplier_C
P1075,W115,850,262,49.97,2026-07-09,Supplier_B
P1235,W109,304,257,14.35,2026-03-21,Supplier_D
P1223,W109,2,243,134.01,2026-05-01,
P1026,W119,282,148,86.98,2026-05-07,Supplier_B
P1485,W118,683,127,97.9,2026-02-15,Supplier_A
P1242,W112,422,64,28.49,2026-03-31,Supplier_A
P1343,W107,275,124,98.51,2026-09-14,Supplier_D
P1015,W117,40,297,115.43,2026-06-11,Supplier_B
P1441,W113,750,221,46.4,2026-03-01,Supplier_A
P1495,W102,85,253,51.65,2026-02-15,Supplier_C
P1431,W114,4,64,34.51,2026-08-09,Supplier_B
P1246,W116,141,104,37.97,2026-01-02,Supplier_A
P1109,W101,89,232,72.22,2026-06-27,Supplier_B
P1194,W109,860,253,112.97,2026-05-18,Supplier_C
P1397,W109,593,133,137.98,2026-03-07,Supplier_C
P1008,W116,879,131,130.58,2026-04-13,Supplier_B
P1157,W114,515,112,6.03,2026-02-08,Supplier_C
P1105,W104,385,219,10.63,2026-02-21,Supplier_A
P1141,W118,555,144,90.0,2026-03-26,
P1375,W116,82,184,23.65,2026-07-13,Supplier_D
P1188,W110,885,172,45.28,2026-03-13,Supplier_C
P1402,W107,716,270,110.31,2026-06-30,Supplier_C
P1491,W104,530,100,93.77,2026-08-19,Supplier_B
P1218,W114,579,274,46.69,2026-05-19,Supplier_B
P1485,W119,455,68,122.62,2026-05-24,Supplier_C
P1183,W113,436,149,71.8,2026-07-22,Supplier_B
P1394,W105,659,217,2.06,2026-07-25,Supplier_C
P1346,W108,359,150,65.16,2026-09-11,Supplier_C
P1265,W102,325,141,17.92,2026-06-06, Supplier_D 
P1474,W105,620,96,15.39,2026-07-17,Supplier_B
P1392,W114,58,276,14.22,2026-06-16,Supplier_D
P1440,W109,224,53,126.49,2026-06-25,Supplier_D
P1133,W102,16,240,74.6,2026-01-13,Supplier_D
P1243,W106,790,107,64.02,2026-07-05, 
P1021,W118,20,229,142.07,2026-08-20,Supplier_B
P1316,W103,892,174,140.16,2026-06-10,Supplier_D
P1332,W115,373,170,35.32,2026-02-02,Supplier_A
P1056,W113,372,238,143.93,2026-05-17,Supplier_A
P1281,W103,21,109,81.61,2026-04-29,Supplier_A
P1421,W104,239,249,40.45,2026-05-11,
P1347,W111,988,142,19.06,2026-03-07,Supplier_B
P1439,W118,935,178,4.17,2026-06-22,Supplier_A
P1060,W104,227,287,79.61,2026-05-22,Supplier_B
P1476,W104,572,249,27.83,2026-09-14,Supplier_C
P1212,W104,953,158,122.01,2026-03-14,Supplier_A
P1406,W100,105,110,97.98,2026-06-13,Supplier_B
P1129,W108,382,171,38.33,2026-01-05,Supplier_B
P1407,W119,157,175,27.55,2026-07-06, 
P1445,W113,218,238,130.25,2026-02-02,Supplier_A
P1331,W113,957,72,11.45,2026-02-10,Supplier_A
P1177,W118,512,115,134.09,2026-07-04,Supplier_D
P1272,W119,701,271,131.17,2026-06-06,Supplier_B
P1290,W110,487,126,4.61,2026-05-16,Supplier_B
P1055,W109,2,166,109.07,2026-08-19,Supplier_B
P1111,W100,493,118,3.93,2026-07-11,Supplier_D
P1127,W112,275,144,29.65,2026-01-05,Supplier_A
P1035,W111,151,236,12.28,2026-06-01,Supplier_D
P1416,W100,423,123,97.22,2026-08-05,Supplier_B
P1049,W114,540,64,58.01,2026-07-09,Supplier_C
P1415,W107,891,75,8.54,2026-04-21,Supplier_B
P1462,W104,551,133,6.8,2026-05-12,Supplier_C
P1089,W117,158,65,50.48,2026-03-29,Supplier_B
P1421,W103,165,61,91.91,2026-06-24,Supplier_B
P1453,W118,2,179,137.83,2026-06-03,Supplier_C
P1006,W106,25,85,106.59,2026-03-20,Supplier_B
P1340,W109,206,171,69.02,2026-03-19,Supplier_B
P1314,W108,364,107,53.55,2026-09-14,Supplier_B
P1081,W106,677,267,10.34,2026-01-12,Supplier_D
P1047,W113,839,155,63.83,2026-04-27,Supplier_B
P1061,W116,815,242,39.41,2026-03-20,Supplier_B
P1365,W115,672,261,47.21,2026-08-04,Supplier_B
P1337,W106,764,61,128.33,2026-01-02,Supplier_C
P1147,W118,901,293,16.05,2026-03-29,Supplier_D
P1062,W100,384,75,49.36,2026-09-03,Supplier_D
P1336,W111,190,272,8.03,2026-05-29,Supplier_C
P1249,W109,912,164,141.98,2026-01-13,Supplier_A
P1393,W113,860,140,22.4,2026-06-15,Supplier_B
P1092,W106,843,64,141.3,2026-08-22,Supplier_D
P1074,W103,318,164,145.42,2026-08-06,SUPPLIER_D
P1065,W117,284,284,137.63,2026-08-19, Supplier_C 
P1457,W116,935,88,146.48,2026-04-12,Supplier_A
P1463,W103,909,157,57.01,2026-04-17,Supplier_B
P1208,W116,677,263,107.37,2026-06-26,Supplier_C
P1231,W111,361,275,121.45,2026-03-25,Supplier_B
P1239,W113,161,278,138.97,2026-01-19,Supplier_A
P1395,W100,150,280,30.84,2026-02-21,Supplier_C
P1051,W116,635,210,82.82,2026-08-21,Supplier_B
P1489,W113,95,146,46.26,2026-07-22,Supplier_D
P1027,W102,257,261,27.08,2026-02-16,Supplier_A
P1291,W108,207,206,89.31,2026-02-13,Supplier_A
P1209,W114,555,52,4.35,2026-01-27,Supplier_B
P1162,W110,145,276,54.67,2026-08-17,Supplier_B
P1300,W108,580,203,60.16,2026-08-10,Supplier_D
P1170,W114,969,246,104.05,2026-04-13,Supplier_A
P1480,W105,732,235,43.2,2026-01-20,Supplier_C
P1255,W104,270,93,113.97,2026-03-25,Supplier_C
P1343,W119,773,149,29.29,2026-08-05,Supplier_C
P1087,W115,805,239,1.41,2026-08-06,Supplier_A
P1355,W116,925,146,25.35,2026-06-26,Supplier_B
P1099,W117,638,282,131.72,2026-05-05,Supplier_C
P1155,W105,751,166,94.45,2026-07-06,Supplier_C
P1458,W100,650,224,88.93,2026-02-09,Supplier_D
P1010,W115,302,151,120.86,2026-07-01,Supplier_A
P1381,W106,923,299,147.59,2026-08-26,Supplier_D
P1477,W109,63,262,144.91,2026-02-24,Supplier_A
P1435,W101,521,251,116.51,2026-08-15,Supplier_B
P1429,W102,782,90,48.11,2026-03-23,Supplier_C
P1059,W106,808,139,126.73,2026-02-11, 
P1039,W106,928,260,125.57,2026-05-16,Supplier_D
P1016,W111,12,131,31.42,2026-07-24,Supplier_D
P1369,W112,18,226,96.29,2026-03-26,Supplier_D
P1285,W112,287,101,28.04,2026-05-01,Supplier_B
P1096,W119,191,201,117.49,2026-07-02,Supplier_A
P1483,W105,410,174,28.1,2026-06-26,Supplier_B
P1075,W114,464,114,35.34,2026-03-03,Supplier_D
P1137,W115,92,226,11.7,2026-06-26,Supplier_A
P1180,W109,499,153,112.65,2026-02-22,Supplier_B
P1072,W104,15,196,148.66,2026-01-15,Supplier_A
P1298,W100,738,291,27.17,2026-05-06,Supplier_B
P1063,W112,431,83,105.46,2026-05-10,Supplier_C
P1250,W107,107,142,99.3,2026-07-26,Supplier_B
P1234,W109,605,279,11.32,2026-08-05,Supplier_B
P1079,W119,432,65,30.51,2026-08-13,Supplier_C
P1325,W119,512,101,48.86,2026-05-01,Supplier_B
P1353,W112,429,151,35.77,2026-01-26,Supplier_C
P1303,W103,130,131,83.92,2026-01-04,Supplier_A
P1342,W117,899,157,68.42,2026-05-14,Supplier_A
P1064,W117,240,83,15.38,2026-01-03,Supplier_D
P1086,W105,378,53,11.97,2026-02-17,Supplier_A
P1017,W100,873,120,93.45,2026-03-30,Supplier_D
P1301,W106,194,75,35.42,2026-09-06,Supplier_C
P1016,W104,918,213,43.29,2026-03-07,Supplier_B
P1278,W104,300,179,115.37,2026-09-10,Supplier_B
P1040,W105,741,199,90.39,2026-05-23,Supplier_C
P1115,W103,796,296,33.97,2026-08-09,Supplier_C
P1208,W117,538,74,131.87,2026-01-08,Supplier_C
P1161,W103,812,64,101.5,2026-01-22,
P1321,W103,7,269,97.84,2026-02-11,Supplier_A
P1112,W102,624,266,112.23,2026-03-04,Supplier_C
P1124,W110,783,110,116.42,2026-02-15,Supplier_C
P1331,W106,669,130,132.35,2026-07-07,Supplier_A
P1273,W117,13,195,55.76,2026-08-11,Supplier_B
P1481,W101,711,232,99.0,2026-08-01,Supplier_A
P1082,W107,21,58,80.55,2026-05-01,Supplier_C
P1104,W118,912,238,72.78,2026-03-03,Supplier_C
P1067,W113,648,220,14.0,2026-02-03,Supplier_A
P1382,W116,416,137,149.21,2026-01-14,Supplier_B
P1351,W114,225,224,147.66,2026-05-17,Supplier_C
P1492,W103,794,155,102.79,2026-07-09,Supplier_D
P1277,W116,13,100,76.51,2026-06-24,Supplier_A
P1116,W106,590,153,34.83,2026-08-22,Supplier_B
P1301,W118,349,209,24.52,2026-04-09,Supplier_C
P1495,W119,459,145,109.89,2026-04-25,Supplier_A
P1137,W107,773,70,66.71,2026-02-21,Supplier_C
P1262,W104,271,107,89.16,2026-03-17,Supplier_A
P1410,W115,522,103,94.34,2026-05-09,Supplier_A
P1203,W109,537,186,103.55,2026-01-10,Supplier_C
P1041,W118,223,83,41.25,2026-02-23,Supplier_C
P1434,W113,112,187,49.05,2026-05-27,Supplier_C
P1291,W117,754,100,38.99,2026-09-09,Supplier_B
P1077,W116,284,194,136.22,2026-07-27,Supplier_A
P1044,W109,362,192,87.2,2026-07-17,Supplier_D
P1061,W113,601,178,138.83,2026-07-23,Supplier_C
P1086,W103,5,261,121.93,2026-05-22,Supplier_B
P1475,W105,853,61,23.09,2026-05-16,
P1237,W100,816,129,57.04,2026-08-09,Supplier_D
P1424,W108,233,149,134.43,2026-02-14,Supplier_C
P1321,W102,735,269,128.53,2026-06-19,Supplier_C
P1362,W101,669,150,148.23,2026-02-24,Supplier_A
P1290,W109,253,73,74.91,2026-01-14,Supplier_C
P1087,W104,250,108,53.88,2026-02-28,Supplier_A
P1385,W104,598,53,82.87,2026-06-03,Supplier_A
P1192,W101,661,65,6.04,2026-06-13,Supplier_A
P1437,W112,980,298,77.76,2026-03-28,
P1460,W109,668,92,114.01,2026-08-15,Supplier_B
P1114,W109,955,146,52.33,2026-02-22,Supplier_A
P1362,W116,408,98,47.95,2026-08-22,Supplier_A
P1062,W100,929,119,119.0,2026-04-14,Supplier_A
P1465,W100,69,189,133.6,2026-01-05,Supplier_A
P1144,W114,786,60,113.82,2026-05-21,Supplier_D
P1278,W100,523,190,124.38,2026-04-07,Supplier_A
P1173,W110,141,166,10.3,2026-02-20,Supplier_D
P1003,W107,301,198,6.81,2026-02-05,Supplier_B
P1122,W118,571,166,138.26,2026-04-08,Supplier_A
P1085,W113,11,203,61.26,2026-08-16,Supplier_B
P1012,W100,597,148,72.33,2026-06-15,Supplier_B
P1297,W104,446,274,128.17,2026-01-04,Supplier_B
P1214,W102,500,249,22.4,2026-04-08,Supplier_C
P1410,W119,552,179,34.46,2026-02-07,Supplier_A
P1381,W110,146,229,32.77,2026-01-02,Supplier_D
P1182,W106,348,168,103.35,2026-07-30,Supplier_C
P1032,W103,10,235,43.5,2026-02-23,Supplier_A
P1495,W109,380,144,126.84,2026-09-04,Supplier_D
P1070,W118,349,212,17.87,2026-04-26,Supplier_C
P1046,W117,488,56,85.48,2026-06-24,Supplier_D
P1185,W107,11,290,29.31,2026-06-26,Supplier_D
P1457,W118,578,267,62.54,2026-09-08,Supplier_C
P1447,W101,922,201,22.36,2026-03-04,Supplier_B
P1192,W117,811,274,11.9,2026-09-02,Supplier_D
P1334,W118,962,63,31.3,2026-09-02,Supplier_A
P1282,W111,458,158,41.05,2026-08-15,Supplier_C
P1240,W112,187,247,142.99,2026-03-22,Supplier_C
P1418,W119,144,60,43.53,2026-02-28,Supplier_B
P1126,W116,743,258,139.87,2026-08-08,Supplier_B
P1180,W115,375,110,89.04,2026-07-15,Supplier_D
P1232,W104,127,280,149.76,2026-05-28,Supplier_D
P1104,W104,750,197,58.23,2026-01-31,Supplier_C
P1321,W102,846,298,23.09,2026-02-10, Supplier_B 
P1102,W107,307,273,38.24,2026-07-19,Supplier_B
P1257,W109,410,228,118.85,2026-04-02,Supplier_A
P1214,W104,583,278,128.42,2026-06-14,Supplier_A
P1404,W111,521,128,53.14,2026-06-25,Supplier_D
P1023,W102,721,250,99.95,2026-04-11,Supplier_B
P1144,W111,968,208,39.63,2026-05-11,Supplier_D
P1210,W106,483,227,101.2,2026-07-04,Supplier_A
P1282,W116,932,152,16.7,2026-05-18,Supplier_D
P1440,W110,725,295,52.47,2026-08-21,Supplier_D
P1445,W116,689,288,85.32,2026-08-31,Supplier_A
P1446,W105,45,128,36.95,2026-03-13,Supplier_C
P1225,W103,647,89,85.4,2026-01-16,Supplier_D
P1119,W106,770,100,99.71,2026-09-14,Supplier_D
P1388,W110,770,230,96.66,2026-04-10,Supplier_D
P1176,W100,424,148,25.87,2026-09-11,Supplier_D
P1226,W102,810,243,48.88,2026-03-21,Supplier_C
P1283,W114,888,61,147.8,2026-06-14,Supplier_C
P1362,W114,330,64,51.78,2026-06-28,
P1092,W100,536,216,76.13,2026-08-08,Supplier_A
P1154,W100,469,60,34.09,2026-02-24,Supplier_D
P1434,W100,414,230,11.95,2026-07-20,Supplier_B
P1463,W108,809,159,39.75,2026-04-13,Supplier_A
P1225,W103,428,144,17.91,2026-09-12,Supplier_D
P1068,W101,752,106,58.73,2026-06-11,Supplier_C
P1216,W113,494,263,72.85,2026-01-09,Supplier_B
P1030,W119,749,128,144.52,2026-02-24,Supplier_C
P1333,W119,84,229,12.78,2026-06-06,Supplier_D
P1137,W114,430,219,50.81,2026-03-05,Supplier_B
P1206,W106,908,221,84.31,2026-01-24,Supplier_C
P1477,W104,368,102,109.06,2026-03-28,Supplier_B
P1263,W109,635,68,99.93,2026-09-12,Supplier_B
P1304,W102,325,223,53.68,2026-01-15,Supplier_D
P1472,W105,733,99,24.08,2026-05-03,Supplier_C
P1059,W114,300,227,95.88,2026-07-23,Supplier_C
P1350,W117,254,113,143.7,2026-05-22,Supplier_D
P1412,W117,67,192,106.36,2026-07-27,Supplier_D
P1360,W104,478,121,140.62,2026-06-30,Supplier_A
P1465,W110,200,116,121.49,2026-09-01,Supplier_C
P1254,W110,617,185,22.6,2026-07-23,Supplier_A
P1107,W112,604,282,67.84,2026-02-04,Supplier_A
P1310,W104,243,169,36.3,2026-01-23,Supplier_B
P1481,W108,20,106,144.13,2026-07-04,Supplier_B
P1153,W114,633,276,85.28,2026-03-13,Supplier_D
P1330,W118,129,128,25.97,2026-09-13,Supplier_A
P1288,W114,397,109,132.11,2026-03-30,Supplier_A
P1367,W103,733,59,74.32,2026-04-08,Supplier_C
P1190,W102,933,208,85.64,2026-09-13,Supplier_C
P1236,W104,406,99,48.75,2026-06-26,Supplier_C
P1259,W117,660,58,53.68,2026-06-08,Supplier_B
P1140,W107,385,152,104.35,2026-04-11,Supplier_B
P1431,W118,957,283,46.6,2026-06-16,Supplier_B
P1199,W102,341,223,69.54,2026-06-06,Supplier_D
P1313,W114,210,131,45.36,2026-08-30,Supplier_C
P1112,W103,235,78,130.6,2026-09-04,Supplier_C
P1125,W115,573,108,109.73,2026-01-29,Supplier_D
P1214,W118,345,128,98.41,2026-03-02,Supplier_C
P1000,W117,487,260,96.04,2026-06-13,Supplier_C
P1338,W113,853,125,60.46,2026-03-30,Supplier_C
P1079,W105,471,271,122.75,2026-08-09,Supplier_D
P1342,W117,658,81,116.52,2026-01-06,Supplier_D
P1479,W100,206,271,64.21,2026-09-08,Supplier_D
P1485,W115,703,178,86.72,2026-06-01,Supplier_C
P1320,W108,383,136,46.49,2026-07-17,Supplier_C
P1173,W105,110,108,43.06,2026-04-21,Supplier_D
P1185,W119,7,227,139.91,2026-06-22,Supplier_B
P1287,W118,519,112,90.27,2026-04-07,Supplier_C
P1019,W116,355,223,143.85,2026-09-06,Supplier_A
P1453,W112,755,159,77.93,2026-05-17,Supplier_A
P1166,W118,381,105,102.72,2026-08-18,Supplier_A
P1192,W119,511,253,38.14,2026-02-27,Supplier_D
P1173,W106,759,238,137.79,2026-07-26,Supplier_C
P1382,W103,29,213,104.37,2026-07-24,Supplier_A
P1336,W111,14,65,106.93,2026-06-15,Supplier_B
P1206,W118,56,270,28.99,2026-02-11,Supplier_A
P1341,W119,717,97,104.01,2026-05-26,Supplier_A
P1057,W113,105,169,136.7,2026-06-04,Supplier_B
