order_id,order_date,customer_id,customer_name,customer_segment,customer_region,product_id,quantity,order_value,payment_status,order_status,delivery_status,carrier,delivery_cost,expected_date,actual_date,delivery_delay_days,ticket_category,priority,sentiment,stock_available,reorder_level,daily_demand,supplier
O104507,2026-03-18,C13137,Customer_3138,Premium,Hyderabad,P1315,5,19165.82,Paid,Completed,In Transit,FedEx,482.65,2026-06-16,2026-06-18,2,NULL,NULL,NULL,481,240,137.88,Supplier_D
O104508,2026-02-10,C12681,Customer_2682,Standard,Delhi,P1414,3,1653.70,Refunded,Completed,NULL,NULL,NULL,NULL,NULL,NULL,Payment,Medium,Neutral,105,206,137.08,Supplier_A
O104509,2026-06-30,C12127,Customer_2128,Premium,Hyderabad,P1060,2,9251.57,Paid,Completed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20,164,95.30,supplier_a
O104510,2026-02-02,C11560,Customer_1561,Premium,Chennai,P1264,2,21786.60,Failed,Returned,Delivered,Delhivery,1130.43,2026-05-21,2026-05-21,0,NULL,NULL,NULL,703,155,46.63,Supplier_B
O104511,2026-05-04,C12732,Customer_2733,Standard,Pune,P1066,2,12716.29,Paid,Returned,Delivered,FedEx,554.65,2026-06-16,2026-06-22,6,NULL,NULL,NULL,35,292,8.00,Supplier_D
O104512,2026-03-12,C13129,Customer_3130,Basic,KOLKATA,P1437,2,2217.84,Paid,Completed,Delivered,Delhivery,837.70,2026-03-10,2026-03-13,3,Product,High,Positive,259,197,24.41,Supplier_C
O104513,2026-09-01,C13236,Customer_3237,Premium,Kolkata,P1094,2,5426.00,Failed,Completed,Delivered,FedEx,1468.00,2026-06-03,2026-06-06,3,NULL,NULL,NULL,893,108,121.56,Supplier_A
O104514,2026-01-10,C11391,Customer_1392,Basic,Kolkata,P1206,4,3008.10,Paid,Processing,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,104,241,65.04,Supplier_D
O104515,2026-01-17,C10776,Customer_777,Standard,Pune,P1067,1,7157.54,Failed,Returned,Delivered,EcomExpress,1441.96,2026-02-20,2026-02-26,6,Product,High,Negative,397,167,129.96,Supplier_D
O104516,2026-01-30,C11368,Customer_1369,Basic,Bangalore,P1240,7,4383.20,Paid,Returned,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,499,220,3.76,Supplier_B
O104517,2026-05-17,C10030,Customer_31,Standard,Bangalore,P1016,2,17885.18,Paid,Completed,NULL,NULL,NULL,NULL,NULL,NULL,Product,Medium,Positive,39,59,136.54,Supplier_B
O104518,2026-07-26,C11694,Customer_1695,Premium,Delhi,P1236,5,16587.83,Paid,Completed,Delivered,Delhivery,1366.42,2026-04-02,2026-04-03,1,NULL,NULL,NULL,395,291,94.27,Supplier_B
O104519,2026-08-01,C11094,Customer_1095,Standard,Mumbai,P1314,5,3636.45,Paid,Processing,In Transit,FedEx,348.83,2026-03-09,2026-03-14,5,Payment,Low,Negative,27,157,1.59,Supplier_A
O104520,2026-08-06,C13162,Customer_3163,Basic,Hyderabad,P1414,2,11291.27,Refunded,Completed,Delivered,BlueDart,945.75,2026-07-02,2026-07-03,1,NULL,NULL,NULL,105,206,137.08,Supplier_A
O104521,2026-02-21,C12701,Customer_2702,Standard,Bangalore,P1220,3,7607.29,Failed,Completed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,909,213,4.20,Supplier_A
O104522,2026-06-09,C10104,Customer_105,Standard,Chennai,P1202,2,8629.23,Paid,Completed,Delivered,BlueDart,294.97,2026-07-10,2026-07-11,1,Refund,Critical,Negative,960,156,45.47,Supplier_A
O104523,2026-06-19,C10577,Customer_578,Basic,Chennai,P1188,6,14526.70,Paid,Completed,Delivered,FedEx,1096.63,2026-05-15,2026-05-20,5,NULL,NULL,NULL,490,195,64.66,Supplier_A
O104524,2026-01-13,C12170,Customer_2171,Premium,Bangalore,P1351,7,22497.62,Paid,Completed,Delivered,EcomExpress,565.65,2026-06-12,2026-06-13,1,NULL,NULL,NULL,0,83,55.84,Supplier_A
O104525,2026-02-04,C12474,Customer_2475,Basic,Bangalore,P1039,4,22463.93,Paid,Completed,NULL,NULL,NULL,NULL,NULL,NULL,Delivery,Medium,Neutral,186,68,121.95,Supplier_A
O104526,2026-03-01,C13077,Customer_3078,STANDARD,Mumbai,P1130,6,10501.63,Failed,Completed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,940,71,49.45,Supplier_D
O104527,2026-01-26,C13876,Customer_3877,Basic,Pune,P1177,1,10011.92,Paid,Processing,Delivered,BlueDart,77.89,2026-09-18,2026-09-24,6,Account,Medium,Neutral,938,126,52.32,
O104528,2026-08-17,C12809,Customer_2810,Basic,Mumbai,P1128,5,13094.00,Paid,Returned,Delivered,DHL,879.92,2026-04-02,2026-04-05,3,NULL,NULL,NULL,86,152,125.68,Supplier_D
O104529,2026-09-06,C12181,Customer_2182,Standard,Pune,P1007,7,12010.64,Paid,Completed,Delivered,DHL,589.00,2026-07-12,2026-07-16,4,Delivery,Medium,Negative,972,289,119.17,Supplier_B
O104530,2026-08-28,C11659,Customer_1660,Basic,Chennai,P1317,7,1826.09,Paid,Processing,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,283,122,88.29,Supplier_D
O104531,2026-03-05,C12955,Customer_2956,Premium,Hyderabad,P1191,2,14595.11,Paid,Completed,NULL,NULL,NULL,NULL,NULL,NULL,Refund,High,Positive,749,211,36.24,Supplier_C
O104532,2026-05-10,C13741,Customer_3742,Standard,Hyderabad,P1424,1,14742.89,Paid,Cancelled,In Transit,FedEx,873.53,2026-01-13,2026-01-19,6,Account,Medium,Neutral,3,99,118.54,Supplier_A
O104533,2026-01-20,C11692,Customer_1693,Standard,Hyderabad,P1272,1,11423.33,,Processing,Delayed,BlueDart,1070.67,2026-06-11,2026-06-10,-1,NULL,NULL,NULL,803,166,49.64,Supplier_C
O104534,2026-01-11,C12340,Customer_2341,Standard,HYDERABAD,P1455,2,10524.93,Pending,Completed,In Transit,FedEx,1493.69,2026-05-29,2026-06-03,5,NULL,NULL,NULL,145,77,28.08,Supplier_B
O104535,2026-05-15,C10828,Customer_829,Basic,Delhi,P1298,7,23491.96,Paid,Completed,NULL,NULL,NULL,NULL,NULL,NULL,Product,Medium,Neutral,738,291,27.17,Supplier_B
O104536,2026-05-01,C13432,Customer_3433,Standard,Delhi,P1224,1,15140.35,Paid,Completed,Delivered,EcomExpress,1353.97,2026-08-02,2026-07-31,-2,NULL,NULL,NULL,184,268,102.22,Supplier_C
O104537,2026-02-04,C12856,Customer_2857,Basic,Bangalore,P1217,5,20462.10,Paid,Completed,Delivered,FedEx,128.42,2026-07-05,2026-07-08,3,NULL,NULL,NULL,538,183,27.25,Supplier_A
O104538,2026-05-19,C11419,Customer_1420,Standard,Hyderabad,P1001,2,23859.87,Paid,Returned,In Transit,DHL,897.76,2026-01-27,2026-01-28,1,Refund,Low,Neutral,560,52,74.36,Supplier_B
O104539,2026-01-02,C13498,Customer_3499,Standard,Kolkata,P1174,3,20309.51,Paid,Returned,Delivered,EcomExpress,568.13,2026-08-11,2026-08-16,5,NULL,NULL,NULL,536,264,72.53,Supplier_C
O104540,2026-06-11,C13886,Customer_3887,,Bangalore,P1315,2,23591.60,Paid,Completed,Delivered,,513.05,2026-07-14,2026-07-18,4,NULL,NULL,NULL,481,240,137.88,Supplier_D
O104541,2026-05-08,C11155,Customer_1156,Standard,Hyderabad,P1176,5,19054.55,Paid,Processing,Delayed,Delhivery,1051.02,2026-08-25,2026-08-25,0,NULL,NULL,NULL,318,225,132.30,Supplier_C
O104542,2026-02-03,C10747,Customer_748,Premium,Hyderabad,P1092,2,4501.98,Failed,Processing,In Transit,BlueDart,1498.28,2026-02-17,2026-02-22,5,NULL,NULL,NULL,622,270,1.18,Supplier_A
O104543,2026-06-12,C13330,Customer_3331,Basic,Pune,P1270,2,5905.18,Paid,Processing,Delivered,DHL,857.87,2026-08-09,2026-08-14,5,NULL,NULL,NULL,56,52,42.97,Supplier_D
O104544,2026-03-30,C12331,Customer_2332,Standard,Hyderabad,P1380,7,5089.21,Paid,Cancelled,In Transit,BlueDart,1211.98,2026-03-11,2026-03-11,0,NULL,NULL,NULL,164,206,47.40,Supplier_B
O104545,2026-01-22,C13540,Customer_3541,Basic,Delhi,P1093,2,8256.51,Refunded,Completed,NULL,NULL,NULL,NULL,NULL,NULL,Product,High,Negative,696,289,129.40,Supplier_B
O104546,2026-05-11,C11391,Customer_1392,Basic,Kolkata,P1433,4,9068.32,Failed,Completed,Delivered,Delhivery,927.60,2026-06-03,2026-06-02,-1,NULL,NULL,NULL,588,260,99.23,Supplier_C
O104547,2026-09-14,C12326,Customer_2327,Basic,,P1235,4,20336.19,Paid,Completed,Delivered,EcomExpress,975.69,2026-07-07,2026-07-09,2,NULL,NULL,NULL,775,156,137.15,Supplier_D
O104548,2026-01-20,C12310,Customer_2311,Premium,Bangalore,P1429,5,9213.04,Failed,Completed,NULL,NULL,NULL,NULL,NULL,NULL,Account,Low,Negative,458,203,101.47,Supplier_D
O104549,2026-06-02,C10753,Customer_754,Premium,Kolkata,P1459,1,18262.30,Paid,Completed,Delivered,EcomExpress,1434.18,2026-06-08,2026-06-12,4,NULL,NULL,NULL,650,71,87.62,Supplier_B
O104550,2026-09-12,C13970,Customer_3971,premium,Pune,P1001,7,22624.27,Failed,Completed,NULL,NULL,NULL,NULL,NULL,NULL,Refund,Low,Positive,560,52,74.36,Supplier_B
O104551,2026-07-22,C12658,Customer_2659,Premium,Chennai,P1123,2,3129.47,Refunded,Completed,NULL,NULL,NULL,NULL,NULL,NULL,Delivery,Medium,Negative,774,297,109.84,Supplier_D
O104552,2026-09-10,C12658,Customer_2659,Premium,Chennai,P1212,7,306.45,Paid,Completed,Delivered,Delhivery,966.37,2026-06-10,2026-06-11,1,NULL,NULL,NULL,821,271,91.54,Supplier_D
O104553,2026-04-25,C11188,Customer_1189,Standard,Pune,P1156,2,22249.87,Paid,Cancelled,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,715,192,95.18,Supplier_B
O104554,2026-02-03,C12603,Customer_2604,,Hyderabad,P1377,7,6184.93,Failed,Returned,Delivered,DHL,1082.59,2026-07-08,2026-07-09,1,NULL,NULL,NULL,443,173,126.26,Supplier_D
O104555,2026-04-12,C13334,Customer_3335,Basic,Kolkata,P1412,6,4089.91,Paid,Completed,Delivered,FedEx,183.47,2026-02-12,2026-02-15,3,NULL,NULL,NULL,761,125,92.16,Supplier_C
O104556,2026-08-26,C13256,Customer_3257,Basic,Pune,P1079,4,7591.66,Paid,Completed,Delivered,BlueDart,672.44,2026-03-12,2026-03-10,-2,NULL,NULL,NULL,156,197,17.85,Supplier_D
O104557,2026-08-13,C13681,Customer_3682,Standard,Kolkata,P1370,3,4894.84,Paid,Processing,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,383,72,42.92,Supplier_A
O104558,2026-03-03,C10595,Customer_596,Basic,Bangalore,P1094,6,19903.20,Paid,Completed,Delivered,BlueDart,80.14,2026-01-11,2026-01-13,2,Payment,Medium,Neutral,893,108,121.56,Supplier_A
O104559,2026-08-01,C10731,Customer_732,Standard,Pune,P1188,4,15972.35,Failed,Completed,Delayed,Delhivery,971.25,2026-09-18,2026-09-24,6,NULL,NULL,NULL,490,195,64.66,Supplier_A
O104560,2026-07-15,C12842,Customer_2843,Standard,Mumbai,P1352,1,4432.42,Pending,Completed,NULL,NULL,NULL,NULL,NULL,NULL,Payment,Low,Neutral,5,85,124.48,Supplier_A
O104561,2026-05-30,C13233,Customer_3234,STANDARD,Mumbai,P1121,6,14714.03,Paid,Processing,NULL,NULL,NULL,NULL,NULL,NULL,Product,Low,Neutral,186,192,144.27,Supplier_B
O104562,2026-02-22,C12699,Customer_2700,Standard,Kolkata,P1321,2,5439.85,Paid,Completed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,538,126,16.79,Supplier_D
O104563,2026-07-30,C10571,Customer_572,Standard,Bangalore,P1043,2,5179.63,Paid,Completed,NULL,NULL,NULL,NULL,NULL,NULL,Payment,Low,Positive,313,264,37.70,Supplier_C
O104564,2026-07-15,C12381,Customer_2382,Standard,Mumbai,P1259,7,15007.54,Paid,Completed,Delivered,Delhivery,811.38,2026-05-09,2026-05-07,-2,NULL,NULL,NULL,259,273,38.85,Supplier_D
O104565,2026-02-20,C12995,Customer_2996,Standard,Hyderabad,P1294,5,16717.77,Pending,Cancelled,Delayed,BlueDart,926.67,2026-09-04,2026-09-04,0,Refund,High,Neutral,954,253,139.80,Supplier_D
O104566,2026-03-18,C10548,Customer_549,Premium,Mumbai,P1187,3,8851.19,Paid,Cancelled,Delayed,FedEx,1440.87,2026-07-11,2026-07-11,0,NULL,NULL,NULL,561,145,120.46,Supplier_B
O104567,2026-04-21,C10223,Customer_224,Standard,Kolkata,P1304,5,19156.17,Paid,Completed,Delayed,Delhivery,334.48,2026-07-05,2026-07-10,5,NULL,NULL,NULL,577,192,5.89,Supplier_D
O104568,2026-09-06,C11020,Customer_1021,Basic,Delhi,P1260,3,20979.20,Paid,Completed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,882,200,131.78,Supplier_B
O104569,2026-05-27,C10363,Customer_364,Basic,Chennai,P1449,6,22933.70,Paid,Completed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,438,143,121.53,Supplier_C
O104570,2026-01-26,C10594,Customer_595,BASIC,Hyderabad,P1044,6,15763.68,Paid,Completed,Delivered,FedEx,1108.36,2026-04-19,2026-04-19,0,NULL,NULL,NULL,363,111,36.21,Supplier_A
O104571,2026-09-06,C10814,Customer_815,Basic,Chennai,P1059,3,5734.61,Paid,Completed,Delivered,FedEx,781.74,2026-01-14,2026-01-15,1,NULL,NULL,NULL,209,180,15.03,Supplier_A
O104572,2026-09-03,C12124,Customer_2125,Basic,Bangalore,P1263,6,18787.08,Paid,Completed,Delivered,Delhivery,88.30,2026-03-26,2026-03-27,1,refund,Low,Negative,231,297,61.62,Supplier_B
O104573,2026-05-17,C10623,Customer_624,Standard,Bangalore,P1305,3,2963.79,Paid,Completed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,521,120,61.88,Supplier_C
O104574,2026-05-08,C12420,Customer_2421,Premium,Pune,P1035,3,4776.01,Refunded,Completed,Delivered,FedEx,701.85,2026-07-22,2026-07-24,2,NULL,NULL,NULL,65,145,73.03,Supplier_C
O104575,2026-04-30,C11163,Customer_1164,Standard,Chennai,P1325,5,20869.87,,Completed,In Transit,BlueDart,1219.32,2026-09-05,2026-09-08,3,Account,High,Positive,244,110,65.22,Supplier_D
O104576,2026-03-31,C11243,Customer_1244,Premium,Kolkata,P1424,2,22797.49,Pending,Completed,NULL,NULL,NULL,NULL,NULL,NULL,Account,Low,Neutral,3,99,118.54,Supplier_A
O104577,2026-06-15,C13872,Customer_3873,Basic,Kolkata,P1009,2,1947.91,Paid,Completed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,477,159,114.79,Supplier_B
O104578,2026-08-12,C13223,Customer_3224,Basic,Chennai,P1291,6,8009.40,Pending,Completed,In Transit,EcomExpress,933.13,2026-02-08,2026-02-13,5,NULL,NULL,NULL,897,267,149.73,Supplier_D
O104579,2026-04-04,C11697,Customer_1698,Standard,Delhi,P1323,7,15840.69,Refunded,Cancelled,NULL,NULL,NULL,NULL,NULL,NULL,Product,Low,Positive,896,269,39.67,Supplier_C
O104580,2026-04-18,C11791,Customer_1792,Premium,Pune,P1102,5,23484.60,Paid,Completed,Delayed,Delhivery,1067.90,2026-09-20,2026-09-21,1,Payment,Medium,Neutral,634,225,63.06,Supplier_B
O104581,2026-05-29,C10459,Customer_460,Standard,Mumbai,P1397,6,14396.92,Paid,Cancelled,In Transit,,485.96,2026-07-03,2026-07-08,5,NULL,NULL,NULL,547,176,126.13,
O104582,2026-02-28,C13380,Customer_3381,Basic,Bangalore,P1331,4,20578.52,Paid,Completed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,501,286,123.14,Supplier_D
O104583,2026-08-17,C10015,Customer_16,Standard,Delhi,P1110,7,23092.05,Paid,Completed,Delivered,EcomExpress,808.44,2026-05-05,2026-05-04,-1,Account,Medium,Positive,439,160,2.29,Supplier_C
O104584,2026-01-08,C10578,Customer_579,Premium,Bangalore,P1272,6,13120.36,Pending,Processing,Delivered,DHL,413.10,2026-08-25,2026-08-25,0,NULL,NULL,NULL,803,166,49.64,Supplier_C
O104585,2026-02-04,C12137,Customer_2138,Standard,Pune,P1020,1,18589.10,Paid,Returned,NULL,NULL,NULL,NULL,NULL,NULL,Delivery,Medium,Negative,362,117,48.02,Supplier_D
O104586,2026-05-16,C10754,Customer_755,Basic,Mumbai,P1204,3,16661.60,Paid,Completed,Delivered,Delhivery,400.35,2026-04-18,2026-04-20,2,NULL,NULL,NULL,13,184,144.20,Supplier_D
O104587,2026-03-26,C12533,Customer_2534,Premium,mumbai,P1096,7,16882.65,Paid,Completed,Delivered,Delhivery,503.72,2026-02-18,2026-02-21,3,Account,Medium,Positive,642,261,14.34,Supplier_B
O104588,2026-08-09,C10014,Customer_15,Standard,Bangalore,P1309,7,13071.55,Paid,Completed,NULL,NULL,NULL,NULL,NULL,NULL,Product,Medium,Positive,609,95,116.65,Supplier_B
O104589,2026-03-13,C10393,Customer_394,Basic,Mumbai,P1396,7,15692.83,Paid,Completed,Delivered,FedEx,562.45,2026-06-03,2026-06-08,5,NULL,NULL,NULL,826,165,48.37,Supplier_A
O104590,2026-01-14,C13061,Customer_3062,Standard,Pune,P1383,5,13993.05,Paid,Completed,Delivered,BlueDart,430.43,2026-04-10,2026-04-15,5,NULL,NULL,NULL,530,271,52.43,Supplier_D
O104591,2026-04-20,C12307,Customer_2308,Premium,Delhi,P1431,3,16052.25,Paid,Completed,Delivered,BlueDart,296.09,2026-07-08,2026-07-08,0,Delivery,High,Negative,687,228,130.61,Supplier_B
O104592,2026-08-28,C10077,Customer_78,Premium,Kolkata,P1300,3,12778.39,Paid,Completed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,14,86,52.26,Supplier_D
O104593,2026-01-27,C10823,Customer_824,Standard,Hyderabad,P1136,3,5795.68,Paid,Completed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,118,208,121.83,Supplier_B
O104594,2026-08-24,C10956,Customer_957,Premium,Delhi,P1054,5,17432.38,Paid,Completed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,663,57,75.90,Supplier_D
O104595,2026-03-29,C13398,Customer_3399,Premium,chennai,P1049,2,9785.58,Paid,Completed,NULL,NULL,NULL,NULL,NULL,NULL,Delivery,Low,Negative,44,249,86.65,Supplier_D
O104596,2026-02-24,C12332,Customer_2333,Standard,Pune,P1495,4,3455.22,Paid,Completed,Delivered,Delhivery,675.79,2026-04-15,2026-04-13,-2,Payment,Medium,Neutral,625,211,14.59,Supplier_D
O104597,2026-02-15,C12167,Customer_2168,Standard,Delhi,P1019,4,21327.71,Paid,Completed,In Transit,BlueDart,509.83,2026-09-10,2026-09-10,0,NULL,NULL,NULL,582,273,113.90,Supplier_D
O104598,2026-07-30,C10347,Customer_348,Standard,Delhi,P1363,6,4779.27,Paid,Completed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,656,238,21.99,Supplier_D
O104599,2026-01-29,C12629,Customer_2630,Standard,Delhi,P1423,5,13655.51,Refunded,Completed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,19,223,51.53,Supplier_B
O104600,2026-03-23,C10624,Customer_625,Standard,Delhi,P1256,1,18111.60,Paid,Completed,Delayed,EcomExpress,720.02,2026-06-10,2026-06-15,5,Delivery,Medium,Positive,423,184,113.84,Supplier_C
O104601,2026-01-15,C12088,Customer_2089,Standard,Chennai,P1204,4,16298.25,Paid,Returned,Delivered,Delhivery,257.00,2026-05-31,2026-06-02,2,NULL,NULL,NULL,13,184,144.20,Supplier_D
O104602,2026-05-13,C12372,Customer_2373,Standard,Delhi,P1341,4,4273.23,Paid,Completed,In Transit,FedEx,960.95,2026-02-27,2026-03-02,3,Refund,High,Negative,484,263,23.40,
O104603,2026-02-18,C13370,Customer_3371,Standard,Hyderabad,P1498,3,5095.21,Paid,Cancelled,Delivered,DHL,93.67,2026-07-03,2026-07-03,0,Payment,High,Negative,821,180,83.09,Supplier_A
O104604,2026-02-12,C13228,Customer_3229,Basic,Mumbai,P1460,5,3976.55,Failed,Completed,Delivered,,595.56,2026-09-04,2026-09-03,-1,NULL,NULL,NULL,732,100,24.75,Supplier_A
O104605,2026-05-01,C10761,Customer_762,Premium,Chennai,P1191,6,2091.92,Pending,Completed,NULL,NULL,NULL,NULL,NULL,NULL,Delivery,Medium,Positive,749,211,36.24,Supplier_C
O104606,2026-07-09,C13667,Customer_3668,Premium,Bangalore,P1290,6,7296.86,Pending,Processing,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,667,110,9.03,Supplier_A
O104607,2026-08-18,C10011,Customer_12,Standard,Delhi,P1123,2,13246.22,Paid,Completed,NULL,NULL,NULL,NULL,NULL,NULL,Payment,Medium,Neutral,774,297,109.84,Supplier_D
O104608,2026-03-17,C11321,Customer_1322,Basic,Pune,P1125,5,4571.89,Paid,Completed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,32,129,108.57,Supplier_C
O104609,2026-02-27,C10265,Customer_266,Basic,Kolkata,P1192,5,24280.22,Paid,Completed,Delivered,DHL,758.29,2026-05-31,2026-06-03,3,NULL,NULL,NULL,661,65,6.04,Supplier_A
O104610,2026-02-12,C12886,Customer_2887,Standard,,P1237,4,17561.11,Paid,Completed,Delivered,DHL,1052.24,2026-08-05,2026-08-08,3,NULL,NULL,NULL,816,129,57.04,Supplier_D
O104611,2026-08-16,C12002,Customer_2003,Premium,Hyderabad,P1247,7,14710.83,Pending,Completed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,787,121,67.74,Supplier_A
O104612,2026-01-12,C10700,Customer_701,Premium,Kolkata,P1308,7,17131.04,Paid,Completed,Delayed,Delhivery,586.89,2026-06-10,2026-06-16,6,Delivery,HIGH,Negative,386,157,100.01,Supplier_A
O104613,2026-09-15,C10340,Customer_341,Premium,Delhi,P1224,7,11067.97,Refunded,Completed,NULL,NULL,NULL,NULL,NULL,NULL,Product,Low,Negative,184,268,102.22,Supplier_C
O104614,2026-05-29,C10905,Customer_906,Premium,Chennai,P1188,3,11906.73,Paid,Returned,Delivered,BlueDart,193.11,2026-08-30,2026-08-28,-2,Product,Medium,Neutral,490,195,64.66,Supplier_A
O104615,2026-01-16,C13685,Customer_3686,Premium,Pune,P1260,7,22250.02,Paid,Processing,Delayed,FedEx,1195.46,2026-02-20,2026-02-18,-2,NULL,NULL,NULL,882,200,131.78,Supplier_B
O104616,2026-02-06,C12712,Customer_2713,Basic,Pune,P1221,5,18131.90,Paid,Completed,Delivered,,936.01,2026-02-27,2026-02-25,-2,Delivery,Low,Positive,458,94,50.13,Supplier_B
O104617,2026-07-24,C10969,Customer_970,Standard,Pune,P1452,2,14828.21,Paid,Completed,In Transit,BlueDart,391.32,2026-05-16,2026-05-19,3,NULL,NULL,NULL,336,280,67.72,Supplier_B
O104618,2026-05-14,C13577,Customer_3578,Standard,Kolkata,P1106,3,23770.25,Paid,Completed,Delayed,FedEx,622.70,2026-07-07,2026-07-08,1,NULL,NULL,NULL,934,292,110.38,Supplier_C
O104619,2026-06-05,C10546,Customer_547,Premium,Kolkata,P1088,3,16667.24,Paid,Completed,Delivered,DHL,1007.52,2026-02-06,2026-02-10,4,Refund,Medium,Negative,311,175,113.86,Supplier_D
O104620,2026-03-12,C12755,Customer_2756,Standard,Bangalore,P1443,2,10147.65,Paid,Completed,Delivered,EcomExpress,798.49,2026-06-15,2026-06-17,2,NULL,NULL,NULL,293,201,85.58,Supplier_B
O104621,2026-03-24,C11700,Customer_1701,Standard,Chennai,P1089,2,1472.21,Paid,Completed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,778,152,81.11,Supplier_B
O104623,2026-08-20,C11050,Customer_1051,Standard,Hyderabad,P1459,2,23142.70,Paid,Completed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,650,71,87.62,Supplier_B
O104625,2026-04-30,C13728,Customer_3729,Premium,Hyderabad,P1007,6,4858.70,Paid,Completed,Delayed,FedEx,167.29,2026-01-30,2026-01-31,1,NULL,NULL,NULL,972,289,119.17,Supplier_B
O104626,2026-08-14,C12971,Customer_2972,Standard,Kolkata,P1457,3,20276.06,Pending,Cancelled,Delivered,DHL,222.84,2026-09-19,2026-09-21,2,NULL,NULL,NULL,912,116,36.54,Supplier_D
O104627,2026-07-11,C12650,Customer_2651,Standard,Hyderabad,P1401,6,9314.38,Paid,Completed,Delivered,Delhivery,559.85,2026-03-05,2026-03-07,2,NULL,NULL,NULL,602,186,116.49,Supplier_C
O104628,2026-08-13,C13504,Customer_3505,Basic,Chennai,P1360,3,4891.70,Failed,Processing,NULL,NULL,NULL,NULL,NULL,NULL,Product,Low,Positive,55,190,3.45,Supplier_A
O104629,2026-01-06,C12283,Customer_2284,Basic,Chennai,P1394,1,20446.93,Paid,Cancelled,Delivered,FedEx,450.58,2026-09-07,2026-09-06,-1,Product,Low,Positive,546,91,52.99,Supplier_B
O104630,2026-03-30,C10768,Customer_769,Premium,Pune,P1445,7,14093.46,Paid,Completed,Delivered,BlueDart,339.84,2026-08-10,2026-08-09,-1,NULL,NULL,NULL,238,262,65.48,Supplier_C
O104631,2026-02-01,C13911,Customer_3912,Premium,Kolkata,P1157,1,13847.05,Refunded,Completed,NULL,NULL,NULL,NULL,NULL,NULL,Account,High,Negative,796,107,20.64,Supplier_D
O104632,2026-01-14,C12140,Customer_2141,Standard,chennai,P1126,7,7556.49,Paid,Completed,Delivered,EcomExpress,1238.48,2026-09-22,2026-09-28,6,NULL,NULL,NULL,396,75,68.14,Supplier_D
O104633,2026-05-13,C11262,Customer_1263,Standard,Kolkata,P1004,1,16975.83,Paid,Returned,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,262,52.37,Supplier_B
O104634,2026-01-24,C13115,Customer_3116,Standard,Mumbai,P1471,6,21587.10,Paid,Completed,Delivered,DHL,232.85,2026-09-16,2026-09-15,-1,NULL,NULL,NULL,5,147,44.33,Supplier_B
O104635,2026-08-03,C11857,Customer_1858,Premium,Kolkata,P1236,5,18830.07,Paid,Completed,Delivered,Delhivery,1261.94,2026-05-07,2026-05-07,0,Account,Medium,Neutral,395,291,94.27,Supplier_B
O104636,2026-08-31,C10049,Customer_50,Basic,Delhi,P1332,6,15426.92,Paid,Completed,In Transit,BlueDart,1053.89,2026-02-07,2026-02-10,3,Delivery,Low,Neutral,253,293,97.87,Supplier_A
O104637,2026-06-13,C11280,Customer_1281,Premium,Hyderabad,P1311,5,8957.83,Paid,Completed,Delivered,FedEx,977.37,2026-05-03,2026-05-01,-2,NULL,NULL,NULL,292,248,88.67,Supplier_D
O104638,2026-08-31,C11830,Customer_1831,Standard,Chennai,P1035,2,21413.65,Paid,Completed,Delivered,FedEx,1476.50,2026-05-09,2026-05-09,0,NULL,NULL,NULL,65,145,73.03,Supplier_C
O104639,2026-02-17,C11491,Customer_1492,Standard,Pune,P1112,5,14282.86,Failed,Completed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,774,115,148.55,Supplier_D
